system:index,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
98699_0,27,11,44,32,36,10,22,36,33,40,31,13
98700_0,42,3,127,106,125,1,7,80,19,84,36,6
98701_0,17,1,28,35,37,1,1,32,5,16,7,3
98702_0,2,12,13,13,12,10,0,7,1,5,7,6
98703_0,5,9,20,22,23,6,1,14,2,10,7,6
98704_0,26,1,56,79,80,2,1,50,5,40,13,4
98705_0,86,9,187,153,169,3,21,147,47,142,70,24
98706_0,21,1,37,41,48,1,1,41,7,22,12,3
98707_0,38,13,44,33,39,13,30,38,49,44,33,19
98708_0,76,7,180,152,169,4,19,136,37,136,62,18
98709_0,30,12,53,67,65,13,2,53,11,31,16,10
98710_0,39,2,106,95,102,1,6,76,20,80,31,5
98711_0,5,1,25,28,34,4,1,18,2,9,4,2
98712_0,74,6,137,129,148,5,16,123,42,120,58,18
98713_0,18,0,33,37,42,0,1,36,5,19,9,3
98714_0,4,15,19,18,18,11,2,11,3,9,9,9
98715_0,24,1,48,48,56,0,1,45,8,30,13,3
98716_0,95,7,252,183,217,2,17,179,43,186,84,19
98717_0,17,1,26,34,35,1,1,32,5,15,7,3
98718_0,29,2,55,69,74,3,2,53,8,43,15,5
98719_0,24,8,50,62,57,7,2,50,10,31,15,7
98720_0,59,1,112,113,127,2,6,96,22,81,34,7
98721_0,74,12,151,122,135,5,24,122,49,123,66,24
98722_0,3,6,11,13,12,5,1,8,2,5,5,4
98723_0,2,10,9,9,9,5,0,5,2,3,5,7
98724_0,23,9,43,35,41,7,17,32,30,38,25,12
98725_0,44,9,79,99,95,6,2,78,13,49,21,12
98726_0,7,15,16,20,17,12,2,14,3,10,11,9
98727_0,17,1,36,38,45,1,1,33,6,20,10,3
98728_0,2,15,11,12,12,8,1,8,5,4,8,11
98729_0,63,3,180,156,177,1,7,125,23,117,53,9
98730_0,15,13,30,28,34,16,11,26,18,22,12,11
98731_0,12,9,25,31,31,8,3,23,9,20,12,9
98732_0,9,8,21,29,27,5,2,21,5,14,8,6
98733_0,4,17,13,19,18,11,1,12,4,7,11,12
98734_0,6,14,15,19,15,11,1,14,2,8,10,9
98735_0,1,7,9,12,10,4,0,6,1,3,5,5
98736_0,61,5,164,127,153,1,12,113,32,118,59,13
98737_0,24,6,50,60,55,6,2,44,8,29,14,6
98738_0,15,0,45,48,61,0,1,48,4,21,11,4
98739_0,42,2,102,102,116,1,3,83,11,65,26,4
98740_0,7,17,17,20,18,14,2,14,3,9,12,9
98741_0,30,11,40,30,35,7,19,36,33,37,28,12
98742_0,16,1,29,33,38,1,1,32,5,15,7,2
98743_0,35,10,81,72,87,8,17,66,35,71,38,14
98744_0,1,11,8,9,9,5,0,5,3,2,6,8
98745_0,26,20,57,60,62,17,2,49,11,34,17,15
98746_0,39,10,69,55,62,6,20,60,38,56,37,15
98747_0,33,17,69,70,84,21,18,61,24,59,29,19
98748_0,55,11,121,110,132,8,19,100,45,103,51,19
98749_0,5,7,13,18,17,5,1,12,2,6,7,5
98750_0,8,2,38,30,56,14,0,54,5,15,12,4
98751_0,24,2,58,75,77,1,1,51,6,35,14,5
98752_0,5,4,15,21,21,3,1,15,2,10,5,3
98753_0,23,9,38,28,34,8,19,28,30,34,24,12
98754_0,5,16,20,19,20,12,1,12,2,10,9,9
98755_0,74,4,196,158,181,1,10,141,30,139,64,13
98756_0,85,8,219,153,186,2,19,155,43,162,83,21
98757_0,1,7,10,12,12,4,1,7,1,3,6,5
98758_0,65,6,142,111,125,2,17,108,38,103,51,18
98759_0,11,13,34,36,38,10,1,24,5,17,10,10
98760_0,41,15,68,53,57,10,27,59,43,64,44,18
98761_0,22,1,38,41,45,0,1,42,8,22,11,3
98762_0,27,10,61,52,60,8,18,48,33,52,32,14
98763_0,72,2,180,143,165,2,12,136,26,107,67,11
98764_0,40,1,109,97,103,1,6,81,19,80,32,5
98765_0,27,13,58,65,65,11,2,52,9,38,16,10
98766_0,28,1,54,81,81,2,1,56,6,42,14,5
98767_0,73,11,214,146,193,5,21,141,45,172,89,23
98768_0,3,16,15,17,18,10,1,10,3,7,10,10
98769_0,14,4,34,36,39,3,2,30,6,24,9,4
98770_0,15,1,29,35,38,1,1,31,4,16,7,3
98771_0,120,13,300,205,260,5,27,218,64,235,116,31
98772_0,2,11,9,9,8,5,0,5,2,3,6,8
98773_0,29,8,37,28,32,7,18,31,35,34,24,13
98774_0,4,4,24,21,33,12,1,18,5,5,3,2
98775_0,32,1,74,74,87,1,1,61,9,51,20,4
98776_0,22,5,48,61,57,7,1,43,8,27,14,8
98777_0,25,15,49,49,57,15,7,43,15,37,18,14
98778_0,58,4,168,130,154,2,12,116,32,119,58,13
98779_0,21,7,51,57,57,8,1,41,7,31,13,7
98780_0,2,12,9,10,9,6,0,5,5,3,6,10
98781_0,26,15,41,45,56,21,13,43,19,33,16,16
98782_0,70,5,116,114,127,5,13,105,36,97,48,14
98783_0,55,4,134,115,131,2,13,100,30,93,44,13
98784_0,52,15,76,86,97,25,15,84,28,59,29,17
98785_0,7,24,17,20,18,20,1,14,3,9,12,11
98786_0,73,6,135,130,150,5,15,121,41,110,54,17
98787_0,88,6,222,162,192,2,16,161,40,165,80,18
98788_0,15,1,30,37,42,1,1,32,5,17,7,3
98789_0,10,7,20,23,25,7,3,17,9,16,11,7
98790_0,4,5,14,16,16,5,1,11,2,6,6,4
98791_0,25,1,86,71,92,0,1,52,12,44,19,1
98792_0,4,5,10,16,14,4,1,9,2,6,7,5
98793_0,33,1,67,70,77,1,2,61,12,46,20,3
98794_0,59,3,176,160,179,1,6,128,22,116,50,8
98795_0,38,9,84,64,77,11,20,60,34,72,43,15
98796_0,2,15,11,12,12,8,0,7,2,4,8,9
98797_0,69,4,177,151,171,1,8,134,28,123,58,11
98798_0,37,1,69,70,75,1,2,64,13,45,21,4
98799_0,29,2,60,68,79,4,2,55,8,42,15,5
98800_0,73,5,182,154,175,2,17,137,38,125,58,19
98801_0,83,10,218,154,185,3,20,154,47,169,90,23
98802_0,14,14,13,14,15,14,9,13,18,13,12,9
98803_0,36,1,96,90,94,1,5,71,17,69,27,5
98804_0,50,2,131,114,121,2,7,97,24,96,39,6
98805_0,26,10,30,22,26,9,23,26,36,30,24,14
98806_0,8,26,19,23,20,21,2,17,4,10,13,13
98807_0,85,6,245,189,233,2,13,168,36,176,82,18
98808_0,20,2,41,52,50,3,2,42,7,27,13,4
98809_0,3,0,24,20,38,1,2,42,3,13,6,9
98810_0,26,1,50,50,58,0,1,47,10,31,15,3
98811_0,76,13,173,140,164,8,26,129,48,151,77,23
98812_0,52,8,114,103,119,6,19,96,42,99,50,15
98813_0,33,10,37,27,32,9,24,33,42,37,27,15
98814_0,57,1,103,101,113,1,5,91,21,74,32,6
98815_0,30,1,79,75,83,1,2,58,12,49,22,4
98816_0,75,2,176,152,164,1,10,141,33,135,55,11
98817_0,62,12,143,109,129,8,23,106,43,122,73,22
98818_0,93,8,219,180,216,2,21,168,50,169,79,19
98819_0,27,1,52,53,60,1,2,51,11,31,15,3
98820_0,29,15,52,54,61,17,9,47,19,37,19,15
98821_0,50,3,106,106,120,2,3,94,13,74,28,7
98822_0,38,2,115,113,124,1,4,82,15,74,31,5
98823_0,50,2,127,112,144,2,8,106,18,80,58,13
98824_0,49,1,123,108,116,1,6,93,21,91,35,6
98825_0,93,3,221,165,207,2,15,163,31,139,109,15
98826_0,34,3,94,88,97,1,7,67,20,63,28,6
98827_0,36,10,39,30,35,10,26,36,44,40,30,16
98828_0,52,14,100,81,91,12,30,85,50,90,57,23
98829_0,25,1,51,50,60,1,2,47,9,35,14,5
98830_0,29,2,65,62,70,1,2,51,10,44,20,4
98831_0,31,1,53,55,62,1,1,55,11,34,17,4
98832_0,8,0,28,19,52,7,1,50,5,11,13,8
98833_0,22,4,49,63,58,6,1,43,8,28,14,7
98834_0,102,6,254,170,218,3,21,180,39,159,114,20
98835_0,55,1,100,98,108,1,3,87,21,74,31,4
98836_0,29,1,65,63,77,1,1,55,8,44,17,3
98837_0,74,12,192,136,165,5,22,134,48,155,88,24
98838_0,4,5,10,16,16,4,1,11,3,5,8,4
98839_0,57,3,174,141,170,1,7,113,22,112,50,9
98840_0,41,2,115,107,124,1,5,88,15,78,33,6
98841_0,74,7,135,131,150,6,17,125,45,118,58,18
98842_0,67,11,142,124,135,9,28,121,51,124,67,22
98843_0,5,11,15,17,16,9,1,10,2,8,8,8
98844_0,17,1,29,34,38,0,1,34,5,16,8,3
98845_0,4,6,11,17,15,5,1,11,3,5,9,4
98846_0,19,1,43,44,51,0,1,38,7,28,12,3
98847_0,26,20,56,67,65,17,1,57,10,34,17,14
98848_0,4,8,17,19,19,5,1,12,2,7,6,5
98849_0,5,6,12,17,16,6,1,10,3,8,8,3
98850_0,43,3,65,67,75,4,3,70,19,42,21,6
98851_0,7,3,18,23,24,3,1,17,2,13,6,3
98852_0,34,31,67,69,72,26,3,61,13,44,21,20
98853_0,19,1,39,40,48,0,1,37,8,23,12,3
98854_0,3,7,12,13,12,6,1,8,2,6,6,5
98855_0,8,20,19,21,19,16,2,15,4,11,13,10
98856_0,26,1,42,45,49,0,1,47,9,26,13,3
98857_0,7,3,18,21,22,2,1,15,2,11,5,3
98858_0,20,2,41,53,50,3,2,43,8,26,13,5
98859_0,69,4,182,144,168,1,12,129,32,128,62,13
98860_0,124,10,294,196,240,4,30,218,63,210,114,27
98861_0,22,1,43,44,51,1,1,41,9,26,13,3
98862_0,13,17,34,39,39,12,1,30,5,19,11,12
98863_0,24,1,41,43,47,0,1,46,8,25,12,3
98864_0,39,13,62,72,83,19,14,66,26,51,27,18
98865_0,30,1,69,66,78,1,1,58,9,44,18,4
98866_0,6,3,17,19,20,2,1,13,2,10,5,3
98867_0,10,14,32,34,35,10,1,23,4,16,10,10
98868_0,27,2,53,74,74,3,1,52,8,34,14,5
98869_0,3,7,12,14,13,4,1,9,2,5,5,5
98870_0,33,10,71,61,70,7,17,57,35,61,36,14
98871_0,27,8,57,69,69,6,1,52,10,35,15,9
98872_0,19,6,32,24,28,6,15,24,25,28,19,9
98873_0,44,2,133,124,134,1,4,90,16,87,37,7
98874_0,72,6,181,152,174,2,16,135,36,131,57,17
98875_0,58,3,148,129,138,1,10,111,28,101,44,8
98876_0,28,2,51,57,61,2,2,50,9,41,13,5
98877_0,19,3,42,52,48,4,1,34,8,21,13,4
98878_0,12,12,21,19,23,14,12,17,17,18,12,8
98879_0,104,7,249,202,243,3,21,183,55,192,84,19
98880_0,24,1,40,41,46,0,2,45,9,25,12,3
98881_0,8,25,18,23,20,18,1,16,3,9,11,14
98882_0,32,10,41,32,35,7,22,37,36,39,28,14
98883_0,26,1,50,67,70,3,1,50,7,38,13,5
98884_0,60,9,128,117,126,9,25,110,46,112,60,19
98885_0,69,10,153,138,165,6,22,131,51,141,66,20
98886_0,36,1,71,74,79,1,2,66,14,47,21,3
98887_0,46,2,111,107,135,3,7,94,19,64,49,12
98888_0,26,10,43,30,34,10,20,34,30,38,29,12
98889_0,65,4,197,154,184,1,8,128,26,131,57,11
98890_0,2,11,10,9,8,6,0,5,3,3,6,9
98891_0,26,8,30,22,28,8,21,26,36,31,23,13
98892_0,69,9,171,144,171,4,21,130,45,140,70,19
98893_0,30,2,100,86,90,1,3,57,11,49,19,1
98894_0,15,13,26,28,32,16,8,23,14,21,11,12
98895_0,19,20,49,48,51,16,2,38,8,31,14,13
98896_0,2,1,19,10,35,1,7,26,7,8,2,7
98897_0,34,2,96,90,113,0,3,62,24,38,28,11
98898_0,16,2,93,65,81,0,5,44,14,40,14,3
98899_0,7,20,18,20,18,17,2,14,4,10,12,10
98900_0,4,1,25,22,37,0,2,22,2,9,3,5
98901_0,36,2,82,82,95,1,2,68,10,54,22,4
98902_0,45,13,108,94,122,10,19,82,38,88,46,19
98903_0,5,5,16,18,18,5,1,13,2,8,6,4
98904_0,16,2,37,53,50,2,1,41,5,23,11,4
98905_0,15,15,41,45,47,10,1,38,6,24,13,10
98906_0,3,10,14,12,13,8,0,6,1,6,6,6
98907_0,76,2,137,128,142,2,8,122,31,108,49,10
98908_0,69,3,175,135,192,2,6,121,12,92,98,15
98909_0,18,1,28,37,37,1,1,34,6,18,8,4
98910_0,32,11,41,31,35,8,21,37,35,38,29,13
98911_0,34,2,75,73,84,1,2,60,11,51,25,4
98912_0,81,5,226,179,214,2,10,160,32,159,72,14
98913_0,28,11,72,68,83,11,16,56,27,63,33,17
98914_0,18,15,39,39,47,17,9,31,15,31,16,14
98915_0,32,9,60,75,70,8,2,63,12,38,17,9
98916_0,64,2,134,122,132,2,7,113,25,103,44,7
98917_0,42,13,75,74,89,14,19,71,34,65,36,19
98918_0,41,2,118,116,128,1,5,87,15,83,34,6
98919_0,47,9,100,78,91,6,20,77,39,81,48,18
98920_0,25,2,61,77,80,2,1,51,7,35,14,5
98921_0,43,2,84,81,89,1,2,71,16,61,25,3
98922_0,76,2,138,128,147,2,9,120,34,108,49,11
98923_0,35,1,71,74,80,1,2,66,13,47,21,3
98924_0,32,8,54,43,47,5,17,47,33,45,31,13
98925_0,5,7,15,21,20,5,1,15,3,8,7,5
98926_0,38,0,70,70,79,1,3,68,16,41,21,4
98927_0,3,13,11,13,14,9,1,9,2,5,7,8
98928_0,3,16,12,15,15,9,1,9,3,5,9,10
98929_0,27,11,53,64,63,13,1,52,11,30,16,10
98930_0,40,2,114,101,110,1,6,81,18,84,33,6
98931_0,13,0,73,48,89,3,0,52,11,31,17,2
98932_0,37,12,38,28,33,12,29,36,47,39,31,17
98933_0,34,1,87,93,102,2,1,70,10,49,20,5
98934_0,5,6,16,22,21,4,1,14,5,10,6,4
98935_0,4,17,16,17,17,11,1,12,2,7,9,10
98936_0,87,7,242,188,225,2,12,174,37,175,83,18
98937_0,29,1,80,74,85,1,3,54,10,50,22,3
98938_0,28,11,51,35,41,10,24,39,35,46,34,15
98939_0,7,3,20,21,22,4,1,15,2,12,5,3
98940_0,31,2,97,85,88,1,3,58,11,48,20,1
98941_0,19,1,42,42,49,1,1,38,7,27,11,3
98942_0,24,1,53,76,79,1,1,52,6,39,13,5
98943_0,29,10,45,35,41,8,22,37,35,41,29,15
98944_0,79,5,209,170,196,1,10,154,30,147,67,13
98945_0,59,1,109,108,119,1,5,97,24,82,33,5
98946_0,5,4,15,19,20,3,1,14,1,10,5,3
98947_0,52,15,75,86,96,25,15,84,27,57,28,17
98948_0,2,13,11,12,12,7,1,7,1,4,7,7
98949_0,23,18,36,39,47,23,12,35,18,31,16,17
98950_0,56,3,172,157,180,1,6,121,22,108,48,8
98951_0,42,1,102,96,102,1,5,80,17,70,29,5
98952_0,36,11,39,30,36,10,26,36,44,40,30,16
98953_0,16,0,48,53,63,0,1,49,4,22,12,3
98954_0,14,3,82,52,73,0,3,37,14,35,12,3
98955_0,17,1,28,36,37,1,1,34,5,17,8,3
98956_0,6,7,17,23,23,5,1,16,3,9,7,6
98957_0,26,5,88,100,99,0,3,57,29,44,22,7
98958_0,5,4,13,18,18,4,1,13,2,8,5,4
98959_0,23,2,34,39,41,1,2,46,9,25,11,3
98960_0,17,2,90,65,82,0,5,45,14,40,14,3
98961_0,85,5,178,156,172,3,17,140,48,138,64,17
98962_0,25,1,63,73,80,3,1,60,7,37,17,5
98963_0,72,8,155,134,146,5,23,133,47,127,68,23
98964_0,106,10,284,194,240,4,23,199,53,213,103,26
98965_0,96,10,248,172,207,3,22,179,53,190,99,26
98966_0,3,11,13,12,13,9,1,6,1,5,6,6
98967_0,2,9,12,12,12,7,0,6,1,5,6,6
98968_0,68,4,176,150,175,2,8,130,26,124,58,11
98969_0,118,11,289,198,248,5,28,209,58,206,120,28
98970_0,2,1,27,16,29,0,2,16,1,11,1,6
98971_0,41,3,92,91,104,1,3,75,12,67,28,5
98972_0,1,14,12,12,11,10,1,7,1,4,7,8
98973_0,32,1,63,76,80,1,1,65,6,40,16,5
98974_0,73,7,159,128,145,2,18,123,40,115,56,20
98975_0,5,11,18,17,18,9,1,11,3,9,8,7
98976_0,62,8,170,124,148,4,17,117,37,133,72,18
98977_0,40,14,76,74,90,15,20,68,34,66,35,19
98978_0,4,7,13,17,16,5,1,11,2,6,6,5
98979_0,15,16,39,43,44,12,1,32,6,21,12,12
98980_0,17,1,38,40,47,1,1,34,7,22,10,3
98981_0,70,4,186,158,178,1,8,139,28,129,59,11
98982_0,49,10,120,98,121,8,23,87,38,104,60,18
98983_0,19,12,30,34,37,12,6,28,15,27,17,13
98984_0,5,8,13,17,16,6,1,11,2,7,7,5
98985_0,48,1,83,82,95,1,4,78,19,54,26,6
98986_0,25,16,55,57,68,20,16,50,20,48,24,17
98987_0,33,2,77,76,88,1,2,64,9,50,20,4
98988_0,17,1,28,35,38,1,1,33,5,17,8,4
98989_0,35,3,54,65,69,4,2,59,10,43,16,8
98990_0,64,6,201,157,187,2,14,132,34,147,64,15
98991_0,23,14,47,46,56,16,8,38,15,35,17,13
98992_0,13,13,36,39,41,10,1,26,5,18,11,10
98993_0,22,1,47,72,75,1,1,52,5,32,12,4
98994_0,88,6,236,177,209,2,15,166,41,172,84,18
98995_0,81,12,243,165,218,6,23,158,49,197,97,25
98996_0,5,7,12,18,17,6,1,12,4,6,10,4
98997_0,2,12,10,11,11,7,1,6,1,3,7,8
98998_0,60,7,99,102,126,12,11,95,31,75,35,16
98999_0,21,1,36,39,44,0,1,39,7,21,11,3
99000_0,42,2,93,94,106,1,2,82,11,62,24,5
99001_0,2,2,23,18,33,11,0,18,1,10,2,0
99002_0,37,9,75,50,62,7,18,50,32,62,38,14
99003_0,24,1,50,76,78,1,1,54,6,35,13,5
99004_0,26,2,58,63,71,1,1,55,7,37,14,4
99005_0,6,0,28,21,46,4,2,50,4,10,7,10
99006_0,29,1,60,79,86,2,2,63,8,38,14,5
99007_0,11,12,20,19,22,13,11,16,16,17,12,8
99008_0,44,9,84,90,104,12,14,79,27,66,34,17
99009_0,12,12,26,29,33,15,7,22,12,21,11,11
99010_0,27,3,52,62,63,2,1,51,8,42,14,6
99011_0,10,6,31,35,38,10,2,22,8,9,8,2
99012_0,11,2,54,39,74,5,0,51,19,22,15,3
99013_0,36,3,125,118,115,0,5,73,28,63,31,8
99014_0,26,4,54,73,68,4,1,52,9,32,16,7
99015_0,66,6,165,136,156,2,14,120,33,125,57,14
99016_0,63,9,173,140,164,4,17,117,34,132,60,16
99017_0,32,11,46,34,40,8,21,38,37,41,29,16
99018_0,59,0,159,126,146,1,7,108,32,81,49,10
99019_0,22,1,47,53,62,1,1,45,6,30,11,5
99020_0,81,10,215,167,199,4,18,152,42,167,84,21
99021_0,75,7,198,144,170,3,17,137,39,149,78,18
99022_0,27,10,48,38,46,9,20,36,33,42,29,15
99023_0,69,2,128,122,133,2,7,116,27,99,45,8
99024_0,31,10,45,34,40,6,18,40,34,39,28,14
99025_0,14,10,22,25,27,12,5,19,13,19,14,10
99026_0,37,10,71,47,58,7,20,50,34,60,37,14
99027_0,48,12,111,100,118,9,19,89,42,97,48,19
99028_0,31,2,125,94,89,0,5,59,17,54,25,4
99029_0,32,2,91,86,90,1,6,65,19,70,26,5
99030_0,95,7,273,209,259,2,12,188,39,197,92,19
99031_0,35,5,72,65,83,4,3,62,16,45,20,8
99032_0,35,10,43,33,36,7,22,38,39,39,28,15
99033_0,30,1,65,77,81,1,1,63,6,41,16,5
99034_0,30,9,39,29,33,7,20,32,36,35,26,14
99035_0,3,13,16,16,17,8,1,11,1,7,8,8
99036_0,8,10,16,23,21,7,1,16,4,10,9,5
99037_0,34,13,53,40,43,10,26,47,39,50,38,16
99038_0,80,6,152,142,160,4,16,132,45,125,60,18
99039_0,3,17,13,15,18,12,1,9,4,7,9,10
99040_0,3,15,11,14,14,8,1,9,3,5,8,10
99041_0,20,14,40,38,47,17,12,37,16,32,17,13
99042_0,85,4,193,165,184,3,17,148,48,147,67,16
99043_0,27,4,58,74,75,4,1,51,9,36,14,6
99044_0,21,15,56,57,58,13,1,41,8,30,16,12
99045_0,63,2,140,124,132,1,7,113,26,107,43,7
99046_0,21,8,27,20,23,7,18,21,28,26,20,11
99047_0,35,14,63,64,78,18,15,61,23,49,27,17
99048_0,77,13,223,152,201,8,23,144,48,181,87,23
99049_0,4,9,19,22,22,5,1,12,2,8,7,7
99050_0,3,18,14,15,15,10,1,10,2,6,10,10
99051_0,4,10,17,19,20,7,1,11,2,7,7,8
99052_0,24,1,49,52,61,1,1,42,7,36,14,4
99053_0,44,2,113,110,126,1,4,88,13,74,32,5
99054_0,26,1,54,59,65,1,1,54,8,36,15,4
99055_0,41,9,83,67,74,6,22,71,39,71,47,17
99056_0,4,5,13,18,18,3,1,11,4,7,5,3
99057_0,6,3,16,18,19,3,1,13,2,9,5,3
99058_0,112,11,284,194,242,5,25,203,58,220,107,28
99059_0,35,13,38,28,34,12,28,33,45,39,29,16
99060_0,6,2,32,31,36,4,0,19,2,10,5,4
99061_0,8,0,49,35,56,6,0,48,11,21,11,4
99062_0,54,1,136,119,125,1,7,103,24,99,40,7
99063_0,16,11,31,28,35,14,10,26,16,22,13,10
99064_0,28,1,47,51,56,1,1,50,10,30,15,3
99065_0,93,7,249,195,232,2,12,185,38,183,88,19
99066_0,24,1,41,50,56,2,1,46,7,26,11,5
99067_0,25,1,62,65,74,1,1,53,7,38,15,4
99068_0,8,9,25,28,28,7,1,18,2,12,8,6
99069_0,76,2,136,131,147,1,8,120,32,105,46,8
99070_0,85,7,216,150,182,2,19,153,42,156,78,19
99071_0,4,8,15,15,15,6,1,9,2,7,6,5
99072_0,36,1,97,91,96,1,4,72,17,68,27,5
99073_0,21,1,50,77,80,1,2,59,6,31,11,4
99074_0,34,29,73,73,76,25,3,62,13,46,21,19
99075_0,79,3,146,134,155,2,9,126,34,115,51,12
99076_0,24,2,57,80,81,2,1,49,6,39,13,4
99077_0,3,0,24,20,38,1,2,41,3,13,6,9
99078_0,17,15,21,22,24,14,8,19,17,19,13,12
99079_0,8,7,19,25,23,5,2,19,5,13,9,6
99080_0,87,3,157,146,162,2,11,136,38,126,58,14
99081_0,51,3,149,136,153,1,5,99,19,95,42,8
99082_0,92,8,221,187,229,4,22,168,60,182,82,20
99083_0,60,8,167,127,146,3,16,113,34,127,62,16
99084_0,36,1,74,76,83,1,2,67,13,48,22,4
99085_0,7,19,17,21,18,13,1,16,3,9,10,12
99086_0,51,3,147,140,154,1,6,106,20,99,43,7
99087_0,26,1,54,57,64,0,1,48,9,36,15,3
99088_0,4,3,15,17,17,3,1,12,2,9,5,3
99089_0,44,10,128,89,112,7,19,77,34,103,58,16
99090_0,45,2,100,99,113,1,3,84,13,69,31,5
99091_0,112,11,273,188,231,5,25,201,58,211,105,28
99092_0,4,7,13,17,16,5,1,11,2,6,6,5
99093_0,4,14,12,17,16,9,1,10,3,6,10,9
99094_0,68,2,133,120,129,2,7,114,27,102,45,8
99095_0,33,19,55,60,70,29,16,56,24,44,22,18
99096_0,8,1,30,32,42,1,2,24,3,15,6,4
99097_0,65,3,156,129,182,1,5,108,13,88,88,16
99098_0,48,1,86,88,94,1,3,81,16,59,27,4
99099_0,1,13,11,11,11,8,1,6,2,3,8,8
99100_0,17,2,83,58,80,0,4,42,13,39,13,2
99101_0,3,17,14,17,18,11,1,10,3,8,11,11
99102_0,96,7,230,189,233,3,22,173,59,184,82,19
99103_0,11,3,26,33,34,2,1,28,4,16,8,4
99104_0,20,15,41,36,44,16,12,35,19,31,17,13
99105_0,33,16,61,62,71,17,10,54,20,43,22,16
99106_0,58,13,143,102,125,8,23,97,41,120,71,20
99107_0,63,7,185,143,164,3,15,124,34,139,65,16
99108_0,37,10,81,82,103,13,14,67,25,63,31,16
99109_0,4,6,12,20,19,4,1,12,3,7,7,4
99110_0,97,12,253,173,219,6,24,175,56,198,105,27
99111_0,36,0,67,68,76,1,3,66,14,39,21,4
99112_0,28,21,48,51,57,22,12,45,20,38,20,18
99113_0,82,8,217,162,189,3,16,148,40,162,80,18
99114_0,22,1,47,49,56,0,1,42,7,32,12,4
99115_0,2,13,13,12,12,11,1,6,1,5,7,7
99116_0,5,3,15,20,20,3,1,14,1,10,5,3
99117_0,38,1,99,94,99,1,4,75,17,69,27,5
99118_0,68,5,191,163,191,1,8,131,26,128,59,11
99119_0,14,10,23,25,27,12,6,18,14,19,12,10
99120_0,2,13,9,9,9,8,1,5,4,3,7,11
99121_0,34,10,41,31,36,8,24,38,39,40,30,14
99122_0,2,1,21,19,30,5,1,15,1,7,2,2
99123_0,21,18,44,54,56,14,1,49,8,29,15,11
99124_0,40,2,109,95,108,1,9,72,21,74,34,7
99125_0,21,1,36,46,48,1,1,42,7,23,10,5
99126_0,36,10,45,34,40,8,22,38,40,41,29,15
99127_0,43,5,79,76,94,6,5,71,20,51,24,9
99128_0,32,1,93,91,100,0,3,67,13,57,24,4
99129_0,8,8,17,22,20,7,2,16,6,12,10,6
99130_0,7,2,18,22,24,2,1,16,2,12,5,3
99131_0,75,9,195,141,169,4,19,138,43,152,84,21
99132_0,30,10,56,46,53,7,18,43,32,49,31,14
99133_0,22,0,44,45,53,1,1,42,9,26,13,3
99134_0,50,13,97,81,93,9,27,80,47,90,53,22
99135_0,30,1,90,86,97,1,3,62,12,56,24,4
99136_0,96,7,263,204,242,1,13,189,39,190,89,19
99137_0,6,13,14,20,17,9,1,14,3,7,12,7
99138_0,3,7,11,13,12,6,1,7,2,5,5,5
99139_0,5,17,15,17,16,11,1,12,2,6,9,10
99140_0,14,4,31,36,36,3,2,32,6,21,9,4
99141_0,79,3,192,158,175,2,13,145,40,147,61,12
99142_0,35,1,64,64,72,0,2,61,12,40,20,4
99143_0,56,10,111,93,102,6,25,98,47,94,58,20
99144_0,65,13,121,96,107,7,27,101,51,105,63,24
99145_0,37,1,88,85,94,1,2,70,14,56,25,4
99146_0,66,4,187,146,175,1,11,125,31,130,62,13
99147_0,52,14,133,96,117,8,23,90,41,112,69,20
99148_0,3,9,14,17,16,6,1,11,2,7,6,6
99149_0,12,15,35,38,39,11,1,27,5,18,11,11
99150_0,90,10,202,170,201,4,25,159,54,162,79,22
99151_0,23,4,50,67,60,5,1,46,8,30,15,8
99152_0,32,2,98,92,105,1,4,67,13,67,27,4
99153_0,61,5,93,101,111,9,12,93,34,74,39,16
99154_0,22,9,37,29,34,8,18,28,30,33,24,13
99155_0,18,1,36,42,48,1,1,37,5,21,9,4
99156_0,38,1,100,92,98,1,5,75,18,72,28,5
99157_0,23,1,53,74,73,2,1,46,6,40,13,4
99158_0,41,3,109,98,108,1,8,79,23,73,32,8
99159_0,95,7,273,207,258,2,13,186,38,198,91,19
99160_0,19,4,37,39,43,3,2,40,9,26,12,5
99161_0,22,1,36,46,49,1,1,43,6,24,10,5
99162_0,65,8,178,136,154,4,17,123,37,137,66,17
99163_0,10,1,54,39,69,5,0,51,18,22,12,5
99164_0,57,4,156,136,154,1,7,109,24,104,51,9
99165_0,29,5,56,69,63,5,2,57,11,35,16,6
99166_0,28,1,46,48,53,1,1,49,10,29,14,3
99167_0,69,5,172,146,166,2,17,130,37,117,55,18
99168_0,23,1,49,50,56,0,1,45,8,31,14,3
99169_0,84,14,219,155,193,6,25,151,52,178,98,27
99170_0,25,9,53,51,61,10,4,45,15,37,17,10
99171_0,12,1,67,45,83,1,1,38,12,36,13,2
99172_0,21,17,38,40,47,20,10,35,16,31,15,16
99173_0,19,18,39,47,51,15,1,42,7,26,13,11
99174_0,48,15,75,78,88,19,13,76,28,54,26,16
99175_0,11,10,7,10,8,9,5,10,12,9,9,8
99176_0,27,6,54,65,59,6,2,50,10,33,15,7
99177_0,2,11,9,9,8,6,0,6,3,3,7,10
99178_0,54,3,160,137,158,1,7,107,22,104,48,8
99179_0,40,7,72,94,88,6,1,73,12,45,20,10
