system:index,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
99180_0,38,12,44,32,39,12,31,37,48,43,33,19
99181_0,32,2,60,69,78,3,2,59,9,44,17,6
99182_0,62,9,182,126,156,4,19,116,39,143,76,18
99183_0,29,12,51,37,41,10,23,40,35,46,34,15
99184_0,77,2,145,137,157,1,8,124,32,112,48,9
99185_0,36,19,67,68,81,23,17,64,24,59,31,20
99186_0,36,2,81,79,94,1,2,70,9,56,21,4
99187_0,53,13,111,92,103,11,28,92,47,98,59,22
99188_0,21,2,41,59,55,3,1,44,6,26,11,5
99189_0,31,10,62,75,71,7,2,64,13,39,18,9
99190_0,14,1,30,35,42,1,1,30,5,17,7,2
99191_0,30,8,36,26,33,9,23,30,38,36,27,14
99192_0,18,1,43,43,51,1,1,37,7,26,11,3
99193_0,29,1,96,78,89,0,2,56,13,44,20,2
99194_0,31,22,49,53,60,27,14,46,21,40,20,20
99195_0,37,19,61,64,76,29,16,58,24,48,23,18
99196_0,46,3,104,99,118,2,4,84,14,76,32,6
99197_0,88,5,179,159,179,4,16,143,47,142,65,17
99198_0,58,8,85,97,106,13,13,90,31,68,36,18
99199_0,23,1,52,53,62,1,1,46,8,35,14,4
99200_0,89,7,241,190,232,2,12,176,37,175,86,18
99201_0,31,10,79,73,86,8,15,64,33,71,37,14
99202_0,33,1,55,59,65,1,1,58,12,36,18,4
99203_0,31,3,53,63,69,4,2,54,9,41,15,7
99204_0,42,10,100,90,107,8,16,78,38,88,43,16
99205_0,25,2,46,61,63,3,1,46,8,35,13,5
99206_0,4,6,13,20,19,4,1,12,4,7,7,4
99207_0,25,5,50,64,63,6,1,49,8,33,14,6
99208_0,29,2,59,57,65,1,2,49,9,43,18,3
99209_0,56,11,161,112,139,5,19,106,39,130,73,19
99210_0,130,14,319,222,271,6,33,233,70,251,130,35
99211_0,86,7,194,160,180,3,19,153,45,146,70,23
99212_0,9,8,22,24,23,8,1,19,3,12,7,5
99213_0,42,0,116,97,131,1,3,77,25,46,30,13
99214_0,2,14,12,14,16,9,1,9,3,6,8,10
99215_0,28,3,64,81,79,4,1,55,9,41,17,8
99216_0,82,9,183,160,196,5,23,151,55,162,75,20
99217_0,13,13,25,32,31,10,3,24,9,19,12,9
99218_0,2,15,10,11,12,7,1,6,4,4,7,10
99219_0,16,5,107,66,79,0,5,40,16,41,18,3
99220_0,8,7,16,22,20,6,2,15,6,12,9,7
99221_0,25,1,46,56,62,1,1,51,7,30,12,5
99222_0,2,13,9,11,10,6,0,6,2,3,6,8
99223_0,50,4,121,107,121,2,12,88,26,89,40,12
99224_0,4,8,13,20,19,5,1,13,3,7,9,4
99225_0,43,14,89,88,108,16,17,79,31,75,36,20
99226_0,16,1,32,39,44,2,1,32,6,18,8,3
99227_0,7,14,16,19,17,11,2,13,3,9,11,8
99228_0,7,9,17,22,22,8,2,14,4,9,11,5
99229_0,24,1,52,53,63,1,1,42,7,38,15,3
99230_0,2,11,14,14,15,7,1,9,1,5,7,7
99231_0,44,1,68,73,82,1,3,77,18,45,23,5
99232_0,24,1,54,60,68,1,1,50,6,34,13,4
99233_0,89,3,182,164,180,2,13,149,41,140,62,14
99234_0,16,17,38,40,42,14,1,30,7,20,13,11
99235_0,44,14,70,77,88,23,14,75,24,51,24,14
99236_0,4,11,13,14,14,9,1,8,2,6,6,8
99237_0,2,14,10,11,10,7,0,6,5,3,6,9
99238_0,6,20,17,22,20,15,1,15,3,8,11,11
99239_0,23,4,48,62,58,6,1,43,8,28,14,8
99240_0,38,12,74,86,85,9,2,67,12,46,19,13
99241_0,60,4,144,123,141,2,15,107,33,100,47,14
99242_0,47,1,89,88,95,1,2,78,18,67,27,4
99243_0,92,7,230,161,191,2,19,169,43,170,81,19
99244_0,23,2,87,66,86,0,2,49,12,40,17,2
99245_0,27,1,51,60,65,2,1,54,7,33,14,5
99246_0,16,1,27,34,36,1,1,33,5,15,7,3
99247_0,55,9,113,95,103,6,25,98,46,96,57,21
99248_0,67,11,199,138,180,7,21,131,43,161,79,21
99249_0,54,0,146,115,144,1,6,97,26,66,40,12
99250_0,30,1,90,84,93,1,3,62,13,63,24,5
99251_0,71,6,177,149,171,2,16,132,35,128,56,16
99252_0,15,14,29,29,33,16,11,23,17,20,12,11
99253_0,30,14,66,73,75,11,2,59,11,44,18,11
99254_0,6,8,12,18,16,6,1,11,3,7,8,4
99255_0,20,1,32,35,38,1,1,37,7,19,8,3
99256_0,15,1,28,33,38,1,1,31,5,15,7,3
99257_0,78,7,183,151,187,4,21,137,55,152,69,18
99258_0,43,2,114,102,107,2,7,83,22,85,33,6
99259_0,2,11,11,12,11,6,1,7,1,4,6,7
99260_0,16,1,28,33,37,1,1,32,5,14,7,2
99261_0,4,4,9,14,13,3,1,9,3,6,6,6
99262_0,34,2,94,90,96,1,6,69,20,64,27,6
99263_0,107,16,251,172,218,8,28,182,63,206,114,33
99264_0,15,1,31,37,43,1,1,31,5,17,7,3
99265_0,32,1,76,84,92,3,1,67,8,47,20,5
99266_0,38,2,115,110,123,1,4,78,14,76,31,5
99267_0,7,7,12,18,16,6,3,11,5,10,8,6
99268_0,26,3,41,43,47,1,2,49,10,31,12,4
99269_0,65,5,164,141,167,2,7,126,26,116,55,11
99270_0,19,1,28,38,37,1,1,35,6,19,9,4
99271_0,4,6,11,17,16,5,1,12,3,5,9,4
99272_0,42,15,70,53,58,11,28,60,44,65,45,19
99273_0,33,1,61,61,70,0,2,59,12,37,18,4
99274_0,42,2,92,91,104,1,3,79,11,63,24,5
99275_0,1,13,10,11,11,6,0,6,5,4,6,9
99276_0,2,9,11,12,10,6,1,7,2,4,6,6
99277_0,5,4,14,17,16,4,1,12,2,7,5,3
99278_0,16,6,35,38,41,5,2,33,8,24,11,7
99279_0,90,7,198,175,198,4,19,160,55,156,72,20
99280_0,40,13,76,76,92,13,18,71,35,67,37,17
99281_0,24,1,86,72,95,1,1,54,13,43,19,1
99282_0,59,7,97,104,119,10,15,97,32,81,41,17
99283_0,9,8,21,28,25,5,2,21,6,14,9,6
99284_0,18,4,115,97,86,1,4,44,23,48,24,6
99285_0,22,2,47,68,66,2,1,48,6,28,12,5
99286_0,41,2,89,91,102,1,2,77,12,62,27,4
99287_0,26,1,56,61,68,0,1,54,7,35,14,4
99288_0,2,7,14,16,17,4,1,9,1,6,5,4
99289_0,28,2,63,64,74,1,1,57,8,43,16,5
99290_0,25,2,101,78,88,0,4,52,13,47,17,2
99291_0,32,10,46,34,38,7,19,38,35,40,28,14
99292_0,95,14,241,171,211,6,26,168,55,194,103,28
99293_0,32,2,72,74,84,1,1,65,8,47,19,4
99294_0,19,11,40,40,47,11,5,34,12,30,14,10
99295_0,57,7,131,112,129,4,18,105,41,110,55,15
99296_0,30,1,71,68,76,1,2,55,11,47,21,4
99297_0,32,2,90,86,90,1,6,65,19,68,25,5
99298_0,27,9,40,29,33,8,19,34,29,36,27,12
99299_0,45,0,117,107,135,2,5,93,20,47,38,14
99300_0,83,9,238,167,203,4,20,165,48,186,92,23
99301_0,25,2,48,70,67,3,1,51,7,32,13,5
99302_0,13,4,84,49,70,0,3,38,13,32,13,3
99303_0,3,14,11,13,13,8,1,8,4,5,8,10
99304_0,22,2,49,68,67,1,1,47,6,28,13,5
99305_0,1,0,25,20,27,4,2,18,2,10,0,3
99306_0,20,6,32,24,28,6,16,24,25,27,18,9
99307_0,37,3,101,94,103,1,7,75,21,68,30,7
99308_0,23,1,49,50,59,1,1,44,8,34,14,4
99309_0,30,1,86,73,87,0,1,60,11,39,19,1
99310_0,7,1,30,37,39,3,1,21,3,11,6,2
99311_0,6,9,15,22,20,8,2,14,6,11,9,6
99312_0,5,7,14,20,18,6,1,13,3,8,10,4
99313_0,2,1,27,20,28,3,1,17,2,10,0,4
99314_0,22,1,51,63,67,2,1,51,6,30,14,4
99315_0,42,1,111,107,125,1,2,87,11,68,25,6
99316_0,2,16,11,13,12,8,1,8,4,4,7,10
99317_0,52,3,160,148,169,1,6,109,19,106,45,8
99318_0,23,19,35,40,47,23,13,38,18,30,15,18
99319_0,69,6,179,147,167,2,13,127,33,134,61,14
99320_0,37,8,82,61,73,11,19,57,32,69,41,14
99321_0,7,12,18,25,22,11,2,16,5,10,13,8
99322_0,29,17,69,66,82,19,17,56,26,59,29,17
99323_0,12,0,42,40,59,4,0,48,4,15,11,6
99324_0,4,9,14,14,14,8,1,9,3,7,6,6
99325_0,71,14,162,132,155,10,27,120,48,143,77,24
99326_0,25,5,50,61,57,4,2,48,10,29,14,6
99327_0,68,7,150,120,134,2,17,115,39,110,54,18
99328_0,11,3,25,34,33,3,1,27,3,15,8,3
99329_0,47,11,95,75,87,12,24,72,38,83,50,17
99330_0,50,5,122,107,122,2,14,89,26,93,43,12
99331_0,64,11,144,129,154,8,20,118,49,123,60,20
99332_0,23,17,55,60,60,15,1,46,8,32,15,13
99333_0,4,5,12,18,19,4,1,10,2,6,6,3
99334_0,26,1,41,53,54,1,1,50,7,27,12,6
99335_0,60,3,181,157,182,1,7,123,23,114,51,9
99336_0,29,2,62,68,76,1,1,60,7,40,16,5
99337_0,5,6,23,24,37,13,2,18,8,4,3,2
99338_0,58,4,136,117,125,2,12,104,30,92,42,11
99339_0,59,4,142,126,160,1,6,111,15,89,69,12
99340_0,24,1,77,69,89,3,1,61,14,33,19,3
99341_0,16,1,31,36,41,1,1,33,6,17,9,3
99342_0,5,3,15,18,18,3,1,13,1,9,5,3
99343_0,2,13,12,13,14,7,1,8,4,5,8,10
99344_0,16,0,49,46,65,3,0,49,5,18,13,4
99345_0,19,1,43,44,51,0,1,38,7,28,12,3
99346_0,24,2,34,40,42,1,2,47,9,26,11,4
99347_0,73,6,139,133,156,5,15,123,41,117,55,17
99348_0,29,29,60,62,65,23,3,53,11,39,18,18
99349_0,31,1,59,77,77,0,1,65,6,36,15,4
99350_0,3,4,11,18,17,3,1,11,2,6,5,3
99351_0,8,26,18,21,19,22,2,15,4,10,13,13
99352_0,30,3,46,46,52,2,3,53,11,32,14,5
99353_0,6,3,16,20,21,3,1,14,3,10,4,3
99354_0,19,6,37,32,35,7,12,28,24,32,21,9
99355_0,8,26,19,23,20,22,2,17,4,11,14,12
99356_0,3,8,17,18,19,5,1,11,2,7,6,5
99357_0,9,9,14,17,18,12,5,13,11,13,9,8
99358_0,49,2,101,97,106,1,4,86,17,73,31,5
99359_0,22,12,41,43,47,14,6,37,14,30,16,12
99360_0,8,25,16,21,18,21,1,16,4,9,12,12
99361_0,27,1,49,59,63,2,2,53,8,33,13,5
99362_0,24,18,46,47,54,19,10,39,17,36,18,16
99363_0,35,3,106,104,116,1,3,77,14,71,28,5
99364_0,36,17,68,78,77,15,2,67,12,47,19,14
99365_0,6,7,14,20,19,5,1,13,3,8,9,3
99366_0,82,6,217,178,215,2,10,161,36,155,76,16
99367_0,33,9,50,38,43,6,18,42,35,43,29,14
99368_0,93,4,219,189,214,2,15,169,46,164,70,15
99369_0,23,1,47,57,64,2,1,49,6,28,13,4
99370_0,3,7,10,13,11,5,1,8,2,6,6,5
99371_0,10,28,20,27,23,24,2,21,4,11,14,15
99372_0,5,10,18,20,21,7,1,12,2,8,7,7
99373_0,2,2,17,11,35,2,9,30,6,10,2,8
99374_0,4,3,15,20,19,2,1,12,2,8,4,4
99375_0,26,11,58,55,61,10,15,48,31,51,29,13
99376_0,1,13,10,11,10,6,0,6,5,3,6,9
99377_0,44,11,87,68,78,8,25,69,43,76,47,20
99378_0,54,11,102,101,122,14,18,90,33,84,41,19
99379_0,19,2,39,50,48,3,2,40,7,25,12,4
99380_0,53,2,152,148,158,1,6,112,22,99,45,7
99381_0,61,0,165,130,148,1,8,113,33,85,51,10
99382_0,93,8,241,163,200,3,21,172,48,177,87,22
99383_0,1,8,9,11,10,4,0,6,1,3,5,5
99384_0,34,18,65,65,84,28,16,59,23,51,24,17
99385_0,33,9,88,77,94,7,15,66,34,79,40,14
99386_0,26,3,48,44,56,2,2,47,10,30,15,5
99387_0,92,9,223,166,199,3,15,168,38,169,82,18
99388_0,27,24,57,60,60,20,2,52,10,38,17,16
99389_0,32,1,92,88,97,1,3,67,13,56,24,4
99390_0,9,12,30,31,32,9,1,22,4,17,10,10
99391_0,53,11,108,91,105,8,24,89,44,98,56,20
99392_0,19,1,85,62,82,0,4,45,13,41,15,2
99393_0,36,3,102,93,102,1,7,74,21,68,28,6
99394_0,82,9,195,168,188,5,26,156,52,157,82,26
99395_0,86,10,184,166,195,6,23,154,60,153,72,22
99396_0,49,3,111,106,125,1,4,90,15,80,34,6
99397_0,24,13,50,61,59,10,1,52,9,33,15,9
99398_0,7,17,15,19,16,13,1,14,3,9,10,10
99399_0,27,11,51,66,62,12,1,50,10,29,15,10
99400_0,61,8,145,124,144,4,19,116,40,121,60,16
99401_0,2,4,28,15,32,18,1,15,3,7,2,1
99402_0,25,1,55,70,72,1,2,62,6,36,13,6
99403_0,22,2,46,62,56,3,1,43,7,28,13,5
99404_0,52,3,145,140,153,1,6,107,20,100,44,7
99405_0,24,19,28,27,31,20,14,27,24,26,18,14
99406_0,8,9,24,27,28,7,1,18,2,12,7,6
99407_0,15,1,27,33,38,1,1,31,4,15,7,2
99408_0,35,4,62,71,76,4,3,61,11,51,17,8
99409_0,29,2,59,58,65,1,1,49,9,44,18,3
99410_0,37,14,66,66,80,18,16,60,26,57,31,18
99411_0,56,3,144,126,134,1,9,108,29,100,43,8
99412_0,3,0,20,15,41,0,1,42,2,13,3,8
99413_0,29,1,56,57,66,1,1,48,9,42,16,4
99414_0,34,1,89,86,94,1,2,66,13,55,24,4
99415_0,16,1,36,41,46,2,1,34,7,21,9,3
99416_0,83,6,245,190,236,2,13,167,36,179,83,18
99417_0,82,3,178,157,169,2,11,146,36,136,57,12
99418_0,43,1,113,101,107,1,6,85,20,82,33,5
99419_0,62,1,110,118,128,2,8,106,27,81,36,11
99420_0,35,11,36,27,32,10,27,34,45,37,29,16
99421_0,7,10,17,23,21,7,1,15,4,10,10,5
99422_0,21,1,44,46,53,0,1,41,7,29,12,3
99423_0,34,9,42,31,38,8,22,36,40,40,28,14
99424_0,125,14,309,211,265,5,30,226,68,247,128,34
99425_0,83,7,185,152,171,2,18,145,43,144,67,18
99426_0,44,8,107,95,115,6,16,84,38,96,48,14
99427_0,22,2,48,70,70,1,1,48,6,28,12,4
99428_0,31,2,59,73,80,3,2,59,9,47,16,6
99429_0,129,15,306,212,258,6,32,233,70,239,123,34
99430_0,2,11,8,10,10,5,0,5,2,2,6,8
99431_0,78,5,145,139,161,4,15,127,41,115,55,16
99432_0,28,10,49,38,47,9,21,38,35,44,30,16
99433_0,92,7,234,160,195,3,21,166,45,169,81,20
99434_0,2,15,13,13,14,8,1,8,4,5,8,11
99435_0,115,12,308,209,266,4,26,220,61,240,117,29
99436_0,26,10,40,29,33,7,18,34,30,36,27,11
99437_0,32,9,40,30,36,8,21,34,38,39,28,14
99438_0,60,9,117,116,137,10,19,107,40,100,51,19
99439_0,3,5,21,24,33,13,3,20,8,4,2,2
99440_0,15,5,32,34,39,5,1,32,7,21,11,6
99441_0,1,7,10,12,12,4,0,6,1,2,5,5
99442_0,5,14,15,16,15,10,1,10,2,7,8,10
99443_0,20,16,41,50,52,12,1,44,7,26,13,10
99444_0,5,6,10,15,13,5,2,9,4,7,6,5
99445_0,33,2,78,77,89,1,2,63,9,50,22,3
99446_0,36,2,91,85,100,1,3,67,12,60,26,4
99447_0,3,15,13,15,16,9,1,9,3,6,9,9
99448_0,29,1,55,82,80,2,1,55,7,42,14,5
99449_0,1,2,30,19,28,4,1,15,1,7,0,5
99450_0,12,15,31,33,35,11,1,22,5,16,11,10
99451_0,31,2,93,88,96,1,3,66,13,65,25,5
99452_0,34,10,65,52,60,9,22,52,38,58,38,17
99453_0,19,1,37,40,47,0,1,35,8,22,11,3
99454_0,101,6,246,197,237,2,19,178,50,185,81,17
99455_0,21,1,46,47,57,1,1,40,7,33,13,4
99456_0,36,3,58,83,79,3,1,65,10,39,16,7
99457_0,2,5,26,15,33,17,1,17,4,8,1,0
99458_0,2,1,26,16,29,1,2,15,1,9,1,6
99459_0,21,1,46,48,55,0,1,41,7,31,12,4
99460_0,55,3,134,116,151,1,7,102,17,80,59,10
99461_0,2,11,9,9,8,5,0,5,2,3,6,9
99462_0,97,8,228,195,218,4,21,180,48,178,83,24
99463_0,78,3,130,133,145,3,12,124,35,106,49,13
99464_0,72,5,177,148,172,3,18,132,37,130,60,18
99465_0,56,7,133,112,130,4,16,97,30,105,51,14
99466_0,4,7,11,16,14,5,1,11,2,6,7,5
99467_0,40,1,62,64,71,2,2,66,16,40,19,6
99468_0,23,1,54,61,66,1,1,51,7,32,13,4
99469_0,84,8,225,157,187,2,20,160,47,172,87,22
99470_0,20,1,42,42,50,0,1,39,7,26,11,3
99471_0,30,2,46,47,54,1,2,54,11,31,15,4
99472_0,23,1,49,51,61,1,1,42,7,35,14,4
99473_0,1,13,10,11,11,6,0,6,5,4,6,9
99474_0,76,2,180,148,197,2,8,136,16,106,102,11
99475_0,32,1,75,76,86,1,1,66,9,48,18,4
99476_0,84,7,227,157,192,2,20,158,47,172,90,22
99477_0,53,2,125,127,143,2,3,107,14,83,31,7
99478_0,43,21,64,70,77,30,17,68,27,51,25,20
99479_0,37,1,98,89,95,1,5,73,18,71,28,5
99480_0,65,13,129,108,123,8,28,107,50,115,64,23
99481_0,47,3,139,136,152,1,5,99,17,93,39,7
99482_0,39,9,80,71,78,7,19,66,35,71,40,16
99483_0,71,5,212,162,204,1,11,141,33,149,70,14
99484_0,8,3,20,23,24,3,1,16,2,13,6,3
99485_0,22,2,41,62,57,2,1,46,6,27,11,5
99486_0,16,0,46,42,65,3,0,51,5,18,15,4
99487_0,10,3,22,29,29,3,1,21,2,13,7,3
99488_0,30,8,39,28,34,8,21,32,36,37,27,14
99489_0,36,1,111,93,126,1,3,74,30,46,31,11
99490_0,27,1,52,61,69,2,1,53,7,34,13,5
99491_0,71,2,129,126,142,1,6,116,30,98,42,7
99492_0,90,7,211,179,201,3,20,171,46,164,78,24
99493_0,26,1,47,54,59,1,2,49,7,31,13,6
99494_0,78,9,182,161,196,6,21,145,51,146,70,21
99495_0,77,2,135,129,146,2,9,122,34,105,48,10
99496_0,23,1,35,45,47,1,1,43,6,24,10,4
99497_0,43,7,79,64,70,5,19,67,37,64,41,15
99498_0,22,5,103,104,103,1,3,50,26,51,26,9
99499_0,4,6,11,17,16,6,1,10,2,7,8,3
99500_0,6,10,15,22,20,8,2,14,4,10,10,5
99501_0,82,6,224,173,208,1,13,159,38,162,83,18
99502_0,17,2,74,56,83,1,1,51,12,33,16,1
99503_0,38,2,118,116,127,1,4,83,15,76,31,5
99504_0,10,12,23,22,26,15,13,18,16,20,12,9
99505_0,22,8,25,18,23,9,19,21,33,26,20,11
99506_0,20,1,47,48,56,1,1,41,7,29,12,4
99507_0,65,4,182,161,177,1,8,129,24,118,54,10
99508_0,23,13,52,58,58,11,1,49,9,30,14,10
99509_0,102,11,274,189,233,4,23,189,54,211,102,26
99510_0,74,4,207,166,201,2,9,144,28,142,62,12
99511_0,77,5,211,168,196,2,10,155,32,146,68,13
99512_0,43,7,83,67,74,4,17,70,35,67,41,14
99513_0,4,8,12,18,17,5,1,11,2,6,10,4
99514_0,21,0,80,61,91,2,1,58,11,35,19,1
99515_0,48,1,93,92,102,1,2,80,18,68,27,3
99516_0,26,10,43,31,35,9,20,34,31,38,29,12
99517_0,2,14,11,12,12,8,0,6,2,4,8,8
99518_0,5,3,17,21,22,3,1,15,3,10,4,3
99519_0,65,7,145,123,141,3,20,119,44,121,60,17
99520_0,30,1,56,56,64,0,1,54,11,34,17,3
99521_0,4,14,19,17,18,10,1,11,3,8,9,9
99522_0,15,4,32,39,40,2,1,34,6,21,10,4
99523_0,122,14,300,206,260,6,29,217,66,235,125,33
99524_0,28,9,42,32,37,7,20,35,34,39,28,14
99525_0,19,15,47,52,53,13,1,44,7,27,13,11
99526_0,31,2,96,91,103,1,4,66,13,65,25,5
99527_0,22,2,44,57,53,2,2,42,9,28,14,5
99528_0,20,1,35,43,46,1,1,38,6,22,9,4
99529_0,25,1,43,47,53,1,1,46,9,27,14,3
99530_0,21,1,49,61,66,2,1,52,6,29,13,4
99531_0,66,4,184,167,192,1,7,134,24,126,56,9
99532_0,5,17,14,17,15,11,1,11,2,6,8,10
99533_0,8,3,19,22,23,3,1,16,2,12,6,3
99534_0,30,9,56,71,65,9,1,57,11,34,17,9
99535_0,22,1,47,49,56,0,1,41,7,31,12,4
99536_0,30,12,71,66,78,12,17,60,31,56,33,16
99537_0,83,8,176,150,170,4,23,146,52,145,70,20
99538_0,21,8,28,21,23,7,18,22,28,26,20,10
99539_0,20,1,32,35,38,1,1,38,7,20,9,3
99540_0,5,7,14,20,20,5,1,14,3,7,6,5
99541_0,9,29,18,24,21,22,2,18,4,10,13,14
99542_0,33,0,63,64,72,1,3,63,14,37,20,4
99543_0,7,9,15,22,19,8,2,14,5,8,10,5
99544_0,55,10,122,110,127,6,21,99,43,107,55,17
99545_0,24,1,48,71,69,2,1,44,6,35,12,4
99546_0,3,4,10,16,15,3,1,9,2,5,8,2
99547_0,16,1,31,38,43,1,1,33,5,18,7,3
99548_0,50,2,102,97,107,1,4,86,18,73,31,5
99549_0,20,7,45,37,42,6,13,31,26,36,24,10
99550_0,127,13,332,226,285,5,28,237,67,261,126,32
99551_0,36,12,70,84,84,9,1,69,12,48,18,12
99552_0,23,1,49,51,58,0,1,45,8,31,13,3
99553_0,4,7,11,16,15,5,1,11,2,6,6,5
99554_0,29,11,39,29,33,8,20,34,33,35,27,12
99555_0,26,17,66,68,70,14,1,51,9,39,18,14
99556_0,65,11,129,122,142,8,19,115,45,110,56,20
99557_0,21,1,45,48,55,0,1,42,7,30,12,4
99558_0,3,2,30,24,32,4,0,17,1,8,2,4
99559_0,37,2,79,81,95,1,2,74,10,58,22,6
99560_0,28,1,63,61,74,1,2,50,8,46,18,3
99561_0,2,0,17,12,36,0,7,33,2,9,3,7
99562_0,8,9,17,23,21,8,2,16,6,13,10,7
99563_0,5,18,15,18,17,12,1,13,3,7,10,10
99564_0,113,5,277,171,209,2,27,194,49,176,111,21
99565_0,39,2,88,90,103,1,2,76,11,62,25,5
99566_0,28,12,36,27,32,10,24,31,38,36,27,16
99567_0,26,1,44,46,51,0,1,48,9,27,13,3
99568_0,18,1,31,36,40,0,1,35,5,18,9,3
99569_0,7,10,17,23,21,9,2,15,5,9,11,5
99570_0,2,15,10,12,11,7,0,6,4,5,7,8
99571_0,27,3,58,78,75,2,1,54,9,32,17,6
99572_0,5,7,12,18,15,5,1,12,2,6,10,4
99573_0,62,14,148,112,133,9,25,106,45,129,73,23
99574_0,110,11,258,197,233,3,16,200,44,206,99,22
99575_0,66,12,146,133,159,8,22,122,52,124,61,22
99576_0,16,13,27,24,28,15,12,23,19,21,14,11
99577_0,19,7,45,53,53,6,1,39,7,28,12,7
99578_0,48,1,90,88,95,1,3,79,18,65,28,4
99579_0,49,5,124,104,120,2,14,88,27,95,46,12
99580_0,5,11,15,15,15,9,1,9,2,7,7,8
99581_0,4,6,12,18,17,5,1,10,2,6,7,3
99582_0,26,1,51,62,68,2,1,53,7,33,13,5
99583_0,22,10,41,37,41,9,16,33,29,35,23,12
99584_0,26,9,34,24,32,9,22,27,37,34,24,13
99585_0,10,6,21,23,24,6,2,18,8,15,10,6
99586_0,30,2,90,83,92,1,4,60,13,63,25,5
99587_0,27,1,58,58,69,1,2,52,8,39,16,5
99588_0,7,3,31,29,37,12,0,22,5,12,5,1
99589_0,23,6,49,66,63,8,1,47,9,28,15,7
99590_0,33,4,58,54,65,2,2,57,12,40,17,6
99591_0,41,9,94,84,97,7,19,74,38,80,43,15
99592_0,3,15,13,13,14,8,1,8,4,5,9,11
99593_0,48,2,103,103,117,2,3,91,12,71,27,7
99594_0,13,1,73,47,84,2,0,49,10,31,15,1
99595_0,73,5,192,160,186,2,9,142,30,132,63,13
99596_0,21,3,44,56,49,3,2,44,9,27,13,5
99597_0,4,7,11,17,15,5,1,12,2,6,7,5
99598_0,51,3,74,81,88,5,5,85,21,50,24,8
99599_0,3,15,12,14,14,9,1,9,2,5,8,8
99600_0,72,12,199,137,177,6,21,137,44,164,85,22
99601_0,34,2,100,90,118,0,3,66,27,40,28,11
99602_0,44,1,100,98,104,1,4,83,17,71,31,5
99603_0,27,9,58,50,56,8,16,47,31,50,31,12
99604_0,30,12,41,30,34,8,22,37,33,37,29,12
99605_0,74,2,124,121,133,1,7,115,28,96,42,8
99606_0,51,12,100,98,119,13,18,88,36,82,40,20
99607_0,6,4,19,21,20,4,1,14,2,11,6,3
99608_0,5,16,13,18,17,12,1,12,3,7,10,10
99609_0,108,11,268,207,249,3,14,198,41,208,97,19
99610_0,1,1,19,16,31,7,1,15,2,7,1,1
99611_0,23,10,31,23,27,8,20,24,31,29,23,13
99612_0,27,2,56,78,78,2,1,55,7,34,14,6
99613_0,45,1,70,75,85,1,3,78,19,47,24,5
99614_0,6,8,16,23,22,6,2,15,5,11,8,5
99615_0,15,6,33,35,38,5,2,31,8,22,10,6
99616_0,6,8,15,21,19,6,1,15,3,9,10,5
99617_0,19,1,43,43,51,0,1,38,7,28,12,4
99618_0,29,11,81,75,93,10,16,63,27,67,35,17
99619_0,12,16,37,40,41,11,1,30,5,21,12,12
99620_0,34,10,42,33,36,8,22,40,37,39,29,14
99621_0,35,8,65,64,71,7,5,61,18,43,20,10
99622_0,3,16,12,15,17,11,1,10,4,6,8,11
99623_0,10,9,16,15,18,11,7,12,13,13,9,7
99624_0,25,8,30,22,29,8,20,26,36,31,23,12
99625_0,22,7,54,61,63,6,2,45,8,33,14,7
99626_0,52,4,119,105,118,2,13,89,27,87,40,12
99627_0,1,6,11,12,12,4,0,6,1,3,5,5
99628_0,5,9,15,17,15,8,1,11,3,8,7,6
99629_0,3,7,13,15,15,5,1,11,2,6,5,5
99630_0,45,1,82,83,93,1,4,78,17,52,24,5
99631_0,2,15,10,12,11,7,1,7,4,4,6,9
99632_0,24,2,49,72,71,2,1,47,6,34,12,4
99633_0,72,5,206,163,196,1,9,139,28,141,63,12
99634_0,34,2,67,65,74,1,1,56,11,50,19,3
99635_0,5,7,14,19,18,5,1,13,2,7,8,4
99636_0,22,5,48,60,57,7,1,42,8,27,14,8
99637_0,71,8,201,150,178,3,17,135,38,155,73,18
99638_0,29,2,65,64,76,1,1,57,8,42,16,4
99639_0,2,10,8,9,8,4,0,5,2,3,5,7
99640_0,44,3,130,129,139,1,5,93,17,84,36,6
99641_0,30,13,72,69,82,12,16,61,28,58,33,17
99642_0,41,2,128,124,137,1,4,90,16,83,33,5
99643_0,37,1,97,93,99,1,4,74,16,65,26,4
99644_0,1,13,11,11,12,7,0,6,2,4,8,8
99645_0,7,24,17,21,18,21,1,15,3,9,12,12
99646_0,63,12,119,116,139,10,20,110,44,105,54,20
99647_0,14,2,33,46,45,2,1,35,4,20,10,4
99648_0,20,7,28,21,24,7,15,22,25,25,18,9
99649_0,38,16,68,68,82,17,18,67,30,61,32,20
99650_0,75,7,160,142,164,4,17,131,47,131,62,18
99651_0,9,7,8,12,10,8,4,10,10,9,9,8
99652_0,18,1,37,45,51,1,1,37,5,21,9,4
99653_0,26,1,41,42,48,1,2,49,10,27,13,4
99654_0,10,28,20,23,20,23,2,19,5,12,15,15
99655_0,38,1,88,84,93,1,3,72,15,58,26,4
99656_0,5,3,16,18,18,3,1,12,2,9,5,3
99657_0,65,3,187,161,185,1,8,132,24,121,55,10
99658_0,95,7,230,188,230,2,20,172,48,176,79,19
99659_0,5,4,14,20,20,4,1,14,2,9,6,4
99660_0,8,7,20,27,25,4,2,19,5,13,7,5
