system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev
74743_0,14,136,2,6,2,1
74744_0,69,0,0,8,21,9
74745_0,47,128,2,5,11,2
74746_0,20,136,2,5,3,1
74747_0,56,129,2,4,14,2
74748_0,42,136,2,3,7,1
74749_0,46,128,2,5,10,2
74751_0,10,128,2,6,2,1
74752_0,23,136,2,4,3,1
74753_0,11,136,2,6,2,1
74754_0,16,132,2,5,3,1
74755_0,13,128,0,7,2,1
74756_0,47,128,0,4,13,1
74757_0,37,128,2,5,8,2
74759_0,10,128,2,6,2,1
74760_0,47,136,2,3,9,1
74761_0,66,4,2,8,17,8
74763_0,16,128,2,5,3,1
74765_0,11,129,0,7,2,1
74766_0,43,128,2,4,10,2
74767_0,42,128,2,4,9,1
74768_0,21,128,2,0,3,0
74770_0,16,128,2,7,2,1
74771_0,13,128,0,7,2,1
74772_0,36,128,0,5,7,2
74773_0,20,128,0,8,3,1
74775_0,9,136,2,0,1,0
74776_0,92,8,97,9,47,4
74777_0,11,160,0,6,2,1
74778_0,39,128,2,5,9,2
74779_0,9,136,2,0,1,0
74780_0,28,128,2,6,4,2
74781_0,20,128,2,8,3,1
74782_0,49,132,2,5,10,2
74783_0,34,129,2,5,7,1
74785_0,56,128,2,4,15,2
74787_0,9,160,8,5,1,1
74788_0,31,136,0,5,5,1
74789_0,11,160,2,6,2,1
74790_0,49,128,0,5,13,2
74791_0,9,136,0,0,1,0
74792_0,44,128,2,4,11,2
74793_0,11,136,2,6,2,1
74794_0,4,160,97,6,1,1
74795_0,27,132,2,4,5,1
74796_0,30,128,2,3,5,1
74797_0,37,128,0,5,8,1
74798_0,25,129,8,6,4,1
74799_0,11,136,0,6,2,1
74800_0,45,128,2,4,10,1
74801_0,52,129,0,4,14,2
74802_0,34,136,2,5,7,2
74803_0,36,129,0,4,9,1
74804_0,31,129,0,5,6,1
74805_0,16,161,2,7,2,1
74806_0,76,8,2,7,27,11
74807_0,85,0,16,6,34,11
74808_0,76,0,2,9,23,11
74809_0,18,128,0,8,3,1
74810_0,9,136,0,0,1,0
74811_0,12,136,0,5,2,1
74812_0,57,128,2,4,15,2
74813_0,68,0,2,8,16,9
74814_0,10,128,0,6,2,1
74815_0,52,128,0,3,10,1
74816_0,87,0,32,5,42,11
74817_0,9,136,0,0,1,0
74819_0,56,128,0,4,14,2
74820_0,7,128,0,0,1,0
74821_0,13,128,2,7,2,1
74822_0,11,132,0,6,2,1
74823_0,29,128,0,6,5,1
74824_0,45,128,2,3,8,1
74825_0,19,136,2,5,3,1
74826_0,13,136,0,6.5,2,1
74828_0,21,128,2,8,4,2
74829_0,56,128,2,4,13,2
74830_0,45,128,0,5,11,2
74831_0,33,129,2,5,7,1
74832_0,7,136,0,0,1,0
74833_0,49,128,2,5,12,2
74837_0,26,128,2,5,5,1
74838_0,37,136,2,4,6,1
74839_0,31,129,2,5,5,1
74840_0,26,128,2,7,5,2
74843_0,47,128,2,5,11,2
74844_0,31,128,2,6,7,2
74845_0,37,128,2,4,6,1
74847_0,29,136,0,5,6,1
74848_0,36,136,2,4,6,1
74849_0,47,128,2,5,10,2
74851_0,82,0,2,7,31,12
74852_0,23,129,2,6,4,1
74853_0,70,0,2,8,20,11
74855_0,49,128,2,4,12,2
74856_0,26,128,2,5,5,2
74858_0,56,128,0,4,13,2
74859_0,51,128,2,4,13,1
74860_0,27,128,2,5,5,1
74861_0,12,160,2,6,2,1
74862_0,49,128,0,4,14,2
74863_0,16,128,0,8,3,1
74864_0,9,136,0,0,1,0
74865_0,11,128,0,7,2,1
74866_0,66,0,2,8,17,5
74867_0,42,129,0,5,10,2
74868_0,39,128,2,5,9,2
74869_0,10,136,0,5,2,1
74871_0,1,160,97,6,0,1
74872_0,7,128,0,0,1,0
74873_0,13,128,0,7,2,1
74874_0,24,132,2,4,4,1
74876_0,38,136,2,4,7,1
74878_0,22,128,2,8,4,1
74879_0,46,136,0,3,8,1
74880_0,16,128,0,7,2,1
74882_0,78,0,2,7,28,11
74883_0,89,0,34,6.5,38,10
74884_0,47,128,2,3,8,1
74885_0,33,128,0,7,6,1
74886_0,37,128,2,5,9,2
74887_0,28,136,0,5,3,1
74888_0,35,129,2,5,7,1
74890_0,31,128,0,4,5,1
74892_0,64,0,2,9.5,18,7.5
74893_0,71,0,2,9,20,9
74894_0,13,128,0,7,2,1
74895_0,30,136,2,4,5,1
74897_0,39,128,2,6,10,2
74898_0,13,128,0,7,2,1
74899_0,22,128,0,8,4,2
74900_0,12,128,0,7,2,1
74901_0,53,128,0,4,14,2
74902_0,11,136,2,6,2,1
74903_0,40,128,0,5,10,1
74904_0,40,128,2,4,10,2
74905_0,33,128,0,6,8,2
74907_0,39,128,2,4,9,1
74908_0,9,136,0,0,1,0
74909_0,9,161,2,0,1,0
74910_0,37,128,2,5,9,2
74911_0,20,128,0,6,3,1
74912_0,10,128,2,5,2,1
74913_0,5,161,97,5,1,1
74914_0,13,128,0,7,2,1
74915_0,39,128,0,5,10,2
74916_0,10,128,0,6,2,1
74917_0,11,128,0,6,2,1
74919_0,70,0,2,9,19,9
74920_0,49,128,2,5,11,2
74921_0,38,136,0,4,6,1
74922_0,91,8,97,8,44,9
74923_0,63,129,0,4,16,2
74924_0,78,1,2,7,26,11
74925_0,68,8,2,9,18,5
74926_0,20,136,2,5,3,1
74927_0,54,0,2,9,11,3
74928_0,9,136,0,0,1,0
74930_0,37,128,2,5,9,2
74931_0,23,129,2,7,4,1
74932_0,51,8,2,9,11,3
74933_0,68,8,2,9,19,11
74934_0,25,128,2,6,5,1
74935_0,49,4,2,8,10,3
74937_0,64,8,2,9,17,6
74939_0,9,160,10,5,1,1
74940_0,93,0,34,4.5,50,7
74941_0,62,4,2,9,17,11
74942_0,38,128,0,5,10,2
74943_0,21,128,0,8,4,1
74944_0,28,128,2,6,5,1
74947_0,26,128,0,6,5,1
74949_0,74,8,10,8,21,9
74950_0,38,128,2,5,8,2
74951_0,54,1,2,9,13,4
74952_0,33,129,2,5,5,1
74953_0,15,136,0,8,2,1
74954_0,82,0,2,7,30,12
74955_0,69,0,0,10,19,7
74956_0,67,0,2,9,20,10
74958_0,72,0,2,8,23,8
74959_0,49,128,2,5,12,2
74960_0,10,160,0,0,1,0
74961_0,42,128,0,5,11,2
74962_0,45,136,0,4,8,1
74963_0,14,128,0,7,2,1
74964_0,9,128,0,0,1,0
74965_0,20,128,0,9,3,2
74966_0,56,128,2,5,12,2
74967_0,9,136,0,0,1,0
74968_0,54,128,0,4,14,2
74969_0,22,129,2,6,3,1
74970_0,51,128,0,4,14,2
74971_0,58,128,0,4,17,2
74972_0,33,136,2,5,5,1
74974_0,42,128,0,4,7,1
74975_0,40,136,2,4,7,1
74976_0,16,128,2,8,2,1
74978_0,12,128,0,6,2,1
74979_0,60,128,0,4,19,2
74983_0,34,136,0,7,6,2
74985_0,27,128,2,4,5,1
74986_0,88,0,32,6,40,12
74987_0,11,128,2,6,2,1
74989_0,56,0,2,8,14,4
74991_0,13,136,2,7,2,1
74992_0,37,128,2,4,7,1
74993_0,50,128,2,4,13,2
74994_0,36,128,0,6,8,2
74995_0,42,136,0,4,8,1
74996_0,41,128,0,5,10,2
74997_0,28,128,2,7,6,2
74998_0,56,0,2,8,12,3
74999_0,50,128,2,4,13,2
75000_0,30,136,2,3,5,1
75001_0,10,160,2,0,1,0
75002_0,9,136,2,0,1,0
75004_0,21,128,2,7,4,2
75005_0,60,8,2,9,13,3.5
75006_0,22,128,0,6,4,1
75007_0,36,129,2,5,7,1
75009_0,30,136,2,5,6,1
75010_0,36,128,0,5,9,1
75011_0,39,128,2,5,7,1
75013_0,28,136,2,6,4,1
75014_0,40,8,2,10,6,3
75015_0,22,136,2,5,4,1
75016_0,9,160,10,5,1,1
75017_0,72,0,2,8,23,11
75018_0,15,128,2,7,2,1
75021_0,63,0,2,10,17,6
75023_0,72,4,2,8,21,8
75024_0,52,128,0,5,13,2
75026_0,53,128,0,4,14,2
75027_0,30,128,0,5.5,7,2
75028_0,8,136,2,0,1,0
75029_0,52,128,0,4,15,2
75030_0,78,0,2,7,27,12
75032_0,85,0,16,6,34,11
75033_0,10,128,2,6,2,1
75034_0,26,136,2,5,4,1
75035_0,10,136,0,0,1,0
75036_0,29,128,0,5,5,1
75037_0,65,8,2,9,18,5
75038_0,40,4,10,9,7,6
75039_0,26,129,0,5,5,1
75040_0,22,136,0,8,4,1
75041_0,46,128,2,4,9,1
75042_0,20,128,0,8,3,2
75043_0,9,136,0,0,1,0
75044_0,0,161,97,0,0,0
75047_0,55,128,0,3,11,1
75049_0,15,136,2,6,3,1
75050_0,30,128,2,7,7,2
75051_0,55,128,2,4,16,2
75052_0,9,136,0,0,1,0
75053_0,39,136,2,4,7,1
75054_0,27,136,2,6,6,1
75055_0,63,4,0,9,15,3
75056_0,55,128,0,4,13,1
75057_0,10,160,2,6,2,1
75058_0,11,128,0,6,2,1
75059_0,54,128,2,5,12,2
75060_0,37,128,2,7,7,2
75062_0,63,128,0,4,18,2
75063_0,48,136,2,4,11,1
75064_0,18,136,0,9,3,2
75065_0,35,128,2,6,6,1
75066_0,59,128,2,4,15,2
75067_0,26,129,2,6,5,1
75068_0,42,128,0,5,9,1
75071_0,29,136,2,6,6,2
75072_0,35,128,0,5,8,1
75073_0,35,128,0,5,8,2
75074_0,20,128,2,9,3,2
75075_0,33,129,2,6,8,2
75076_0,12,128,0,6,2,1
75078_0,10,136,0,6,2,1
75079_0,7,160,0,0,1,0
75080_0,21,128,2,9,4,2
75081_0,9,128,0,0,1,0
75082_0,10,136,2,0,1,0
75083_0,65,0,2,8,18,5
75085_0,42,136,2,3,7,1
75086_0,40,128,2,5,10,2
75087_0,65,4,2,9,17,10
75088_0,42,129,2,5,9,1
75089_0,24,128,2,5.5,5,1
75090_0,32,128,2,5,7,2
75091_0,53,0,2,9,11,3
75092_0,57,4,2,9,14,4
75093_0,12,136,2,7,2,1
75094_0,12,136,2,6,2,1
75095_0,9,136,0,0,1,0
75096_0,25,128,0,5,5,1
75097_0,12,136,2,6,2,1
75098_0,27,128,0,5,5,1
75099_0,24,128,2,2,3,1
75100_0,31,32,2,9,5,3
75101_0,91,8,97,8,47,10
75102_0,36,136,2,5,6,1
75103_0,7,160,0,0,1,0
75104_0,35,136,2,5,7,1
75106_0,52,136,0,4,12,2
75107_0,33,128,0,5,6,1
75108_0,69,0,2,9,16,10
75109_0,22,136,2,5,3,1
75110_0,10,136,2,5,1,1
75111_0,12,129,2,6,2,1
75112_0,40,132,2,5,8,2
75114_0,35,136,2,5,7,1
75116_0,79,0,2,8,25,12
75117_0,14,128,0,7,2,1
75118_0,28,128,0,6,5,1
75119_0,13,136,2,7,2,1
75121_0,27,136,2,5,4,1
75122_0,29,136,2,6,5,1
75123_0,30,128,2,3.5,5,1
75125_0,57,128,0,3,12,1
75126_0,35,128,2,5,7,1
75128_0,39,136,0,5,9,1
75129_0,40,128,2,5,9,2
75130_0,54,8,0,9,12,3
75132_0,86,8,32,7,36,11
75133_0,26,32,2,8,5,2
75134_0,12,136,2,6,2,1
75137_0,40,128,0,5,8,1
75138_0,55,128,0,4,15,2
75139_0,11,128,0,6,2,1
75140_0,67,0,2,10,18,6
75141_0,8,136,0,0,1,0
75142_0,11,128,2,7,2,1
75143_0,21,128,2,7,4,1
75144_0,46,128,2,5,12,2
75145_0,67,8,2,9,18,5
75146_0,45,128,0,5,11,2
75147_0,30,128,0,5,7,1
75148_0,52,0,2,9,11,3
75150_0,42,128,0,5,9,1
75151_0,38,132,2,4,7,1
75152_0,11,128,0,0,2,0
75153_0,13,128,0,7,2,1
75154_0,77,8,16,8,24,10
75156_0,13,128,0,7,2,1
75157_0,45,128,2,5,12,2
75158_0,36,128,2,6,9,2
75159_0,38,128,2,5,7,1
75161_0,29,128,0,6,5,1
75165_0,13,128,0,7,2,1
75167_0,9,136,0,0,1,0
75168_0,19,128,2,7.5,3,2
75169_0,64,4,2,9,18,7
75170_0,93,0,34,4,50,11
75171_0,41,136,0,3,7,1
75172_0,36,136,2,4,6,1
75173_0,27,128,0,6,5,1
75174_0,93,8,97,4,53,8
75175_0,12,136,0,7,2,1
75176_0,37,4,2,9,6,3
75178_0,46,128,2,3,8,1
75179_0,39,128,2,5,10,2
75181_0,56,1,0,9,12,3
75182_0,49,128,2,5,11,2
75183_0,24,129,2,5,4,1
75184_0,13,128,0,7,2,1
75185_0,51,4,2,8,11,3
75186_0,38,136,0,5,9,1
75187_0,81,0,2,7,28,11
75188_0,19,128,2,8,3,1
75189_0,55,8,2,9,12,3
75190_0,27,128,0,6,5,1
75192_0,17,136,16,5,3,1
75194_0,55,0,2,8,10,4
75195_0,10,160,0,6,2,1
75196_0,37,32,2,8,7,2
75198_0,36,128,2,6,7,1
75199_0,73,8,2,8,21,7
75201_0,10,160,0,6,2,1
75202_0,36,128,0,5,7,1.5
75204_0,10,128,0,6,2,1
75205_0,34,136,2,5,8,2
75207_0,44,8,2,8,8,3
75209_0,35,136,0,5,9,2
75211_0,26,128,2,6,4,1
75212_0,14,136,2,6,2,1
75213_0,2,160,97,0,0,0
75214_0,38,128,2,4,9,1
75215_0,50,128,2,5,13,2
75216_0,51,128,0,4,14,2
75217_0,29,4,10,9,5,3
75218_0,17,8,97,9,3,3
75219_0,30,128,0,5,6,1
75220_0,45,128,0,4,13,2
75221_0,39,128,2,5,10,2
75222_0,46,129,2,3,9,1
75224_0,36,128,0,4,7,1
75225_0,42,128,2,4,9,1
75226_0,20,160,2,4,3,1
75228_0,0,160,97,0,0,0
75229_0,10,136,0,0,1,0
75230_0,13,128,0,7,2,1
75231_0,7,128,0,0,1,0
75232_0,51,8,2,9,12,4
75233_0,9,160,0,0,1,0
75234_0,32,128,0,5,7,1
75235_0,24,128,2,6,5,2
75237_0,24,132,2,5,4,1
75238_0,29,128,0,5.5,5,1
75239_0,31,136,2,7,6,1
75240_0,19,128,2,4,3,1
75242_0,29,136,2,6,6,1
75243_0,28,129,2,5,5,1
75244_0,50,128,2,5,13,2
75247_0,24,136,2,5,4,1
75248_0,19,128,2,9,3,2
75250_0,14,128,2,7,2,1
75252_0,32,128,2,6,8,2
75253_0,21,136,2,6,3,1
75255_0,10,128,2,6,2,1
75256_0,51,128,2,4,12,2
75257_0,15,128,0,7,2,1
75259_0,46,4,2,9,10,3
75260_0,69,0,2,9,24,11
75261_0,27,128,2,5,5,1
75262_0,23,128,2,3,3,1
75263_0,51,8,2,9,11,3
75264_0,71,8,2,9,21,10
75265_0,69,1,0,9.5,18,5
75266_0,33,128,0,6,8,2
75267_0,44,128,2,5,9,2
75268_0,28,128,0,6,5,1
75270_0,16,136,2,4,3,1
75272_0,55,4,2,9,11,5
75273_0,44,136,2,4,8,1
75274_0,24,160,2,4.5,3,1
75275_0,9,128,2,0,1,0
75276_0,9,160,0,0,1,0
75277_0,10,136,0,6,2,1
75278_0,68,0,8,8,18,9
75279_0,29,128,0,6,6,1
75280_0,10,128,2,5,2,1
75281_0,10,128,0,6,2,1
75282_0,16,136,2,5,3,1
75283_0,9,136,2,0,1,0
75284_0,31,136,8,4,6,1
75286_0,91,1,34,4,40,11
75288_0,6,136,2,0,1,0
75289_0,5,160,97,6,1,1
75290_0,91,0,32,4,44,11
75291_0,9,160,0,0,1,0
75292_0,36,128,0,5,9,1
75295_0,39,136,2,4,7,1
75296_0,27,128,0,5,5,1
75298_0,14,136,0,7,2,1
75299_0,25,136,2,5,5,1
75300_0,72,0,2,8,23,11
75302_0,48,5,2,9,9,3
75303_0,33,128,0,4,6,1
75304_0,9,136,0,0,1,0
75306_0,33,129,0,6,7,2
75309_0,14,128,2,7,2,1
75311_0,33,128,0,5,8,2
75313_0,38,128,2,5,8,2
75315_0,13,128,0,6,2,1
75316_0,44,128,2,4,10,2
75317_0,10,160,0,0,1,0
75319_0,83,8,32,6,30,8
75320_0,9,160,0,0,1,0
75322_0,14,128,0,7,2,1
75323_0,21,136,2,0,3,0
75324_0,63,0,2,10,18,9
75325_0,24,128,2,7,4,2
75326_0,17,136,2,6,3,1
75327_0,41,129,2,3,7,1
75329_0,45,128,0,4,10,1
75330_0,25,128,0,6,4,1
75331_0,23,128,2,5,3,1
75333_0,27,128,0,6,5,1
75334_0,18,128,2,6,3,1
75335_0,14,128,2,7,2,1
75336_0,57,0,2,9,14,3
75337_0,44,128,2,4,11,1
75338_0,13,160,0,7,2,1
75339_0,25,128,2,5,3,1
75340_0,25,128,2,5,5,1
75341_0,20,136,2,7,3,1
75342_0,82,0,2,7,31,12
75343_0,75,0,0,9,24,11
75344_0,28,136,2,6,5,1
75345_0,28,128,2,6,5,1
75346_0,19,128,2,7,3,1
75347_0,75,1,2,8,22,9
75349_0,60,4,2,9,13,9
75350_0,61,8,2,8,14,4
75352_0,32,128,2,6,7,2
75354_0,42,128,0,5,10,2
75355_0,13,136,0,7,2,1
75356_0,29,129,2,6,5,2
75357_0,13,128,2,7,2,1
75358_0,28,128,0,6,5,1
75359_0,12,128,0,7,2,1
75360_0,12,129,2,3,3,1
75361_0,26,136,2,3,3,1
75362_0,73,0,0,9,23,11
75363_0,79,0,2,7,25,11
75366_0,31,128,0,5,7,1.5
75367_0,10,128,0,6,2,1
75368_0,20,129,2,7,3,2
75371_0,57,8,2,8,12,5
75375_0,47,4,2,9,9,3
75376_0,44,128,2,3,8,1
75377_0,92,8,97,5,44,11
75378_0,48,136,2,5,12,2
75379_0,60,128,2,4,16,2
75380_0,35,128,0,5,7,1
75381_0,51,0,2,9,11,3
75382_0,46,128,0,5,11,2
75383_0,15,128,0,7,2,1
75384_0,92,8,97,7,46,10.5
75385_0,19,160,2,5,3,1
75386_0,43,128,2,4,10,2
75387_0,24,128,0,5,5,1
75388_0,83,8,10,6,32,12
75390_0,9,128,0,0,1,0
75391_0,13,128,0,7,2,1
75392_0,69,0,2,9,16,7
75393_0,45,136,2,3,9,1
75394_0,13,128,2,6,2,1
75395_0,37,128,0,4,10,2
75396_0,47,128,2,5,12,2
75398_0,30,128,2,3,5,1
75400_0,26,136,2,6,6,1
75401_0,76,0,2,9,23,11.5
75402_0,32,128,0,6,8,2
75403_0,51,0,2,9,11,4
75404_0,65,128,0,4,19,2
75405_0,57,0,0,9,13,3
75406_0,39,128,0,4,10,1
75408_0,12,128,0,6,2,1
75409_0,45,128,2,3,9,1
75411_0,51,32,2,9,9,3
75412_0,10,136,2,6,2,1
75413_0,20,136,2,5,3,1
75414_0,71,0,2,9,20,10
75415_0,50,8,0,8,9,3
75416_0,9,136,0,0,1,0
75417_0,23,136,2,5,3,1
75418_0,45,128,0,4,11,2
75419_0,10,128,2,0,1,0
75420_0,23,128,2,7,4,2
75422_0,23,128,0,6,5,1
75423_0,35,136,0,6,7,1
75424_0,35,136,2,5,6,1
75426_0,11,136,0,6,2,1
75427_0,49,4,2,9,11,3
75428_0,21,129,2,6,3,1
75429_0,16,160,0,7,2,1
75431_0,14,136,0,7,2,1
75432_0,11,136,0,6,2,1
75433_0,23,128,2,7,4,1
75435_0,12,128,0,6,2,1
75437_0,41,128,2,5,11,2
75439_0,26,136,2,4,3,1
75441_0,35,128,0,5,8,1
75442_0,68,0,2,9,18,6
75443_0,37,128,2,3,7,1
75445_0,76,8,16,7.5,27,5
75447_0,13,128,0,7,2,1
75449_0,36,128,2,6,7,1
75452_0,46,128,2,5,9,1
75453_0,38,136,2,4,6,1
75454_0,27,129,2,5,5,1
75455_0,29,128,0,5,6,1
75456_0,19,128,2,0,3,0
75457_0,50,128,2,4,13,2
75458_0,13,136,2,5,2,1
75459_0,58,4,0,9,12,4
75460_0,14,128,2,6,3,1
75461_0,48,8,0,9,10,3
75462_0,12,128,0,6,2,1
75463_0,26,136,2,4,4,1
75466_0,27,136,2,6,5,1
75467_0,20,136,2,5,3,1
75468_0,56,128,2,5,13,2
75469_0,27,128,0,6,5,1
75470_0,60,0,2,9,14,3
75471_0,21,128,2,7,4,1
75473_0,59,128,0,4,16,2
75474_0,10,136,0,6,2,1
75475_0,22,136,0,6,4,1
75477_0,47,136,2,3,9,1
75478_0,33,128,2,5,6,1
75479_0,30,128,0,6,6,1
75480_0,33,129,2,5,7,1
75481_0,15,128,0,8,2,1
75482_0,35,128,0,6,9,2
75483_0,29,128,0,5,5,1
75484_0,8,160,0,0,1,0
75486_0,29,128,0,6,5,1
75487_0,28,129,0,3,3,1
75488_0,13,128,0,6,2,1
75491_0,26,128,2,6,5,2
75492_0,35,128,0,5,9,2
75493_0,26,136,2,4,5,1
75494_0,13,128,0,6,2,1
75495_0,9,161,2,0,1,0
75496_0,9,128,0,0,1,0
75498_0,7,160,0,0,1,0
75499_0,9,128,2,5,2,1
75502_0,11,128,0,6,2,1
75505_0,29,128,2,3,4,1
75508_0,56,128,2,4,15,2
75509_0,9,128,0,0,1,0
75510_0,11,128,2,6,2,1
75511_0,23,128,0,7,4,1
75512_0,60,4,2,9,16,5
75513_0,52,128,0,4,14,2
75514_0,37,128,0,5,7,1
75515_0,62,128,0,4,17,2
75516_0,39,128,0,5,10,2
75517_0,13,128,0,7,2,1
75519_0,28,128,0,5,5,1
75520_0,69,0,2,10,19,8.5
75521_0,61,161,2,4,13,2
75523_0,28,128,2,5,6,1
75524_0,38,128,0,3,7,1
75526_0,9,136,0,0,1,0
75528_0,8,136,2,0,1,0
75529_0,35,136,2,5,8,1
75530_0,38,8,2,9,7,4.5
75532_0,19,128,2,8,3,1
75534_0,35,128,2,4,6,1
75535_0,13,128,0,7,2,1
75536_0,21,128,2,8,4,2
75537_0,32,128,0,6,6,1
75538_0,63,8,2,9,15,5
75539_0,59,129,2,4,15,2
75540_0,16,128,0,7,2,1
75541_0,85,0,32,6,35,11
75542_0,39,136,2,4,6,1
75543_0,59,128,0,4,17,2
75544_0,47,128,0,5,12,2
75546_0,29,129,2,3,5,1
75547_0,47,8,8,9,8,3
75548_0,87,0,32,5,42,11
75549_0,56,129,0,4,14,2
75551_0,54,4,2,9,9,3
75553_0,11,128,0,6,2,1
75555_0,75,0,2,8,22,11
75556_0,75,0,2,8,23,11
75557_0,55,128,2,4,12,2
75558_0,9,160,8,5,1,1
75559_0,51,128,2,4,10,1
75560_0,76,8,2,8,25,11
75561_0,20,128,0,3,3,1
75563_0,42,128,0,5,10,2
75565_0,12,128,0,6,2,1
75566_0,75,0,2,9,23,11
75567_0,35,128,0,5,7,1
75569_0,83,0,32,7,36,11
75570_0,22,128,2,4,4,1
75571_0,7,128,0,0,1,0
75572_0,7,160,0,0,1,0
75573_0,40,129,2,4,9,1
75574_0,86,8,32,6,37,11
75575_0,10,128,0,0,1,0
75577_0,30,128,2,5,7,2
75578_0,10,128,0,5,2,1
75579_0,65,0,2,9,15,4
75580_0,68,0,0,10,19,10
75581_0,68,8,2,9,19,10
75582_0,46,136,2,5,11,2
75583_0,11,128,0,7,2,1
75585_0,75,0,2,9,23,10.5
75588_0,68,0,2,8,22,10
75589_0,23,128,2,5,3,1
75590_0,68,0,2,9,20,10
75591_0,62,128,2,4,18,2
75592_0,11,136,0,6,2,1
75595_0,33,128,0,5,8,1
75596_0,66,0,2,10,18,9
75598_0,29,128,0,6,6,1
75599_0,42,129,2,4,12,2
75600_0,12,160,2,6,2,1
75601_0,44,8,2,9,6,3
75603_0,10,128,0,5,1,1
75604_0,33,128,0,5,9,2
75605_0,93,8,97,5,52,10
75606_0,58,128,0,4,16,2
75607_0,36,128,0,5,9,2
75608_0,34,128,0,5,7,1
75609_0,39,128,2,5,8,1
75610_0,69,1,0,10,18,9
75611_0,47,129,2,5,12,2
75612_0,30,129,2,6,6,1
75613_0,38,128,2,4,7,1
75614_0,54,0,0,8,12,3
75615_0,15,160,0,8,2,1
75617_0,14,136,2,7,2,1
75618_0,32,128,0,4,5,1
75619_0,15,128,2,7,2,1
75620_0,80,0,2,8,28,11
75622_0,38,128,2,4,7,1
75623_0,44,136,2,4,10,1
75624_0,79,8,34,7,28,4
75625_0,41,136,0,5,10,2
75626_0,38,128,2,5,8,2
75627_0,28,136,0,6,5,1
75628_0,27,136,2,5,3,1
75629_0,13,128,0,7,2,1
75630_0,35,128,0,4,7,1
75631_0,33,5,2,9,6,2.5
75632_0,9,136,0,5,1,1
75634_0,12,136,2,6,2,1
75635_0,74,1,2,8,25,10.5
75636_0,17,128,0,8,3,1
75637_0,18,128,2,7,3,1
75638_0,39,136,0,5,8,1
75639_0,27,136,2,5,4,1
75640_0,28,128,2,6,5,1
75641_0,46,129,2,5,9,2
75642_0,51,128,0,4,13,1.5
75644_0,58,0,2,9,15,4
75645_0,75,0,2,8.5,21,11
75646_0,58,128,0,5,14,2
75648_0,11,136,2,5,2,1
75649_0,10,128,2,6,2,1
75650_0,46,128,0,5,12,2
75651_0,20,128,2,8,4,2
75653_0,76,0,2,8,23,11
75654_0,26,136,0,7,4,1
75655_0,37,128,0,5,7,1
75656_0,19,129,2,7,3,1
75657_0,69,0,0,9,20,10
75658_0,59,8,0,8.5,13,3
75660_0,59,1,2,9,16,4
75662_0,9,136,0,0,1,0
75664_0,26,128,2,6,6,2
75665_0,84,0,2,7,32,12
75666_0,72,8,2,7,24,12
75667_0,69,8,2,9,21,10
75668_0,54,8,2,9,11,4
75670_0,37,129,0,5,7,1
75671_0,8,160,2,0,1,0
75672_0,25,128,2,5,5,1
75673_0,25,128,0,6,4,1
75674_0,51,1,2,9,10,3
75675_0,38,128,2,5,8,2
75676_0,70,4,2,9,20,10
75677_0,38,128,2,4,7,1
75679_0,30,128,2,4,5,1
75680_0,12,136,0,7,2,1
75681_0,33,128,0,5,7,2
75682_0,20,136,2,5,3,1
75683_0,92,8,97,8,50,4
75686_0,22,128,2,9,3,1
75687_0,35,136,2,4,6,2
75688_0,13,128,0,7,2,1
75689_0,7,160,0,0,1,0
75690_0,9,160,10,3.5,1,1
75691_0,10,160,2,6,2,1
75692_0,28,136,2,5,5,1
75693_0,50,129,0,4,12,2
75694_0,55,8,2,10,13,4
75695_0,36,136,2,4,7,1
75696_0,10,128,2,5,2,1
75697_0,17,160,8,6,2,1
75698_0,57,4,2,10,12,5
75699_0,37,128,0,5,9,2
75700_0,29,128,0,7,7,2
75701_0,36,128,2,6,10,2
75702_0,52,129,0,5,14,2
75703_0,33,128,2,6,6,2
75704_0,36,128,0,6,9,2
75705_0,37,136,2,4,6,1
75706_0,25,136,2,4,4,1
75707_0,25,133,2,4,3,1
75708_0,68,0,2,9,21,9
75709_0,45,128,0,3,7,1
75710_0,33,128,2,6,6,1
75712_0,15,128,2,8,2,1
75713_0,22,136,2,0,3,0
75714_0,57,8,2,10,13,4
75715_0,66,0,2,9,18,5
75717_0,80,0,2,7.5,30,11.5
75718_0,46,128,2,5,10,2
75719_0,11,128,0,6,2,1
75720_0,42,128,0,5,10,2
75721_0,74,0,2,8,26,11
75722_0,21,128,0,8,4,1
75723_0,75,0,2,7,27,11
75724_0,84,0,2,6,34,12
75726_0,52,128,0,4,14,2
75727_0,11,128,0,6,2,1
75728_0,11,128,0,6,2,1
75729_0,69,4,2,9,20,9
75730_0,34,128,2,5,7,1
75731_0,74,0,2,8,23,11
75732_0,38,128,0,5,9,2
75733_0,59,1,2,9,15,4
75734_0,15,128,0,6,2,1
75735_0,20,136,2,6,4,1
75736_0,91,0,32,4,46,9
75737_0,42,128,2,4,7,1
75738_0,10,128,0,6,2,1
75739_0,40,128,0,4,9,1
75740_0,10,128,0,6,2,1
75741_0,10,128,0,6,2,1
75742_0,43,136,2,4,7,1
75743_0,47,128,0,4,11,2
75744_0,31,128,0,6,8,2
75745_0,36,128,2,5,7,1
75746_0,13,128,0,7,2,1
75747_0,65,0,0,9,19,5
75749_0,44,136,2,5,9,1
75750_0,85,0,32,6,39,11
75751_0,68,4,2,8,16,4.5
