system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev
75752_0,27,128,0,5,5,1
75753_0,64,4,2,9,15,10
75754_0,34,136,2,5,7,1
75756_0,59,0,2,9,14,4
75757_0,23,136,0,6,3,1
75758_0,7,136,0,0,1,0
75759_0,20,136,2,5,3,1
75761_0,30,128,2,0,5,0
75762_0,28,128,2,5,5,1
75763_0,58,128,2,3,13,1
75764_0,7,136,2,0,1,0
75765_0,60,128,2,4,16,2
75766_0,65,0,0,10,17,5
75767_0,28,136,2,6,6,1
75768_0,42,136,0,5,11,2
75769_0,47,128,2,4,12,2
75771_0,5,160,97,6,1,1
75772_0,48,136,2,3,9,1
75773_0,82,1,10,6,31,11
75774_0,13,128,0,5,2,1
75776_0,24,136,2,4,3,1
75777_0,69,8,2,9,19,8
75778_0,92,0,32,5,46,10
75779_0,49,8,2,9,9,3
75780_0,12,136,2,6,2,1
75781_0,43,128,0,5,10,1
75782_0,22,136,2,5,3,1
75783_0,29,128,0,6,6,1
75784_0,9,160,2,5,1,1
75785_0,50,128,0,4,14,2
75786_0,34,128,0,6,6,1
75787_0,47,128,0,3,9,1
75788_0,10,136,0,6,2,1
75789_0,36,128,2,5,9,1
75790_0,14,128,2,6,2,1
75791_0,49,128,2,4,13,2
75793_0,24,128,0,6,4,1
75794_0,32,130,2,5,5,1
75795_0,13,136,0,7,2,1
75796_0,46,128,0,4,9,1
75797_0,29,132,2,6,5,1
75798_0,19,128,0,7,4,2
75800_0,19,130,2,4,4,1
75801_0,47,136,2,3,9,1
75803_0,37,128,0,6,9,2
75804_0,50,128,2,4,12,2
75806_0,20,128,0,6,3,1
75808_0,56,0,2,9,14,4
75809_0,14,128,2,8,2,1
75810_0,85,0,2,6,34,12
75811_0,7,128,0,0,1,0
75813_0,32,129,2,5,6,1
75814_0,27,128,2,5,5,1
75815_0,44,128,2,5,8,1
75817_0,31,128,0,4.5,6,1
75818_0,13,136,2,5,2,1
75819_0,26,128,2,7,6,2
75820_0,36,128,2,6,8,2
75822_0,13,160,10,5,2,1
75823_0,12,128,0,7,2,1
75824_0,10,136,2,6,2,1
75825_0,45,4,2,9,8,3
75826_0,48,128,0,3,9,1
75828_0,45,136,2,5,10,1
75829_0,41,128,2,4,10,1
75831_0,7,136,0,0,1,0
75832_0,38,128,2,4,9,1
75833_0,68,8,0,9,20,9
75834_0,19,128,0,7,3,2
75835_0,92,0,97,4.5,51,10
75837_0,49,5,2,9,9,3
75838_0,35,133,2,5,6,1
75839_0,34,128,2,5.5,8,2
75841_0,49,128,2,3,9,1
75842_0,59,0,0,9,13,3
75843_0,65,0,2,8,19,8
75845_0,10,136,2,6,2,1
75846_0,84,1,2,7,32,12
75847_0,82,0,10,6,30,11
75848_0,53,128,2,4,14,2
75851_0,23,133,2,4,3,1
75852_0,36,128,2,5,7,1
75853_0,14,136,0,7,3,1
75854_0,42,128,0,4,12,2
75857_0,54,128,0,4,14,2
75858_0,9,136,2,0,1,0
75859_0,16,128,2,7,2,1
75860_0,10,128,0,0,1,0
75861_0,14,136,0,6,2,1
75862_0,46,4,2,9,10,3
75865_0,13,136,2,5,2,1
75866_0,19,128,0,7,3,1
75867_0,31,136,2,5,8,1
75868_0,44,128,2,5,9,1
75869_0,10,136,0,5,2,1
75870_0,10,136,0,0,1,0
75871_0,60,0,2,9,13,3
75872_0,35,128,0,6,7,1
75873_0,76,0,2,8,23,11
75874_0,44,8,2,9,10,4
75875_0,18,136,2,4,3,1
75876_0,13,136,0,6,2,1
75877_0,47,128,0,4,11,2
75878_0,24,133,2,5,5,1
75879_0,88,0,32,5,40,11
75880_0,10,128,2,0,1,0
75882_0,76,8,2,8,25,10
75883_0,39,128,2,5,9,2
75884_0,11,128,2,7,2,1
75887_0,72,0,2,8,21,10
75888_0,54,128,2,4,14,2
75889_0,46,128,0,4,12,2
75890_0,67,0,2,9,19,6
75891_0,49,128,0,4,13,2
75892_0,21,136,0,6,3,1
75893_0,65,0,2,9,16,5
75895_0,36,128,0,5,8,2
75896_0,17,137,8,5,2,1
75897_0,23,129,2,5,5,1
75898_0,40,128,2,5,8,1
75899_0,18,136,0,9,3,1
75900_0,32,128,2,5,6,1
75901_0,52,128,2,3,10,1
75903_0,66,0,0,9,16,4
75904_0,53,8,2,10,10,3
75905_0,46,128,0,5,12,2
75906_0,33,128,2,6,8,2
75909_0,88,0,32,6,41,11
75910_0,32,128,2,7,8,2
75911_0,39,128,0,5,9,2
75912_0,71,0,2,7,23,7
75913_0,48,128,0,5,11,2
75915_0,7,136,0,0,1,0
75917_0,11,128,0,6,2,1
75918_0,40,128,2,5,9,2
75919_0,16,128,0,9,2,1
75921_0,1,160,97,5,0,1
75922_0,36,128,0,5,7,2
75923_0,31,129,2,4,5,1
75924_0,26,128,2,6,5,1
75925_0,24,129,2,4,5,1
75926_0,43,136,2,3,7,1
75927_0,11,128,0,6,2,1
75928_0,9,136,0,0,1,0
75929_0,31,129,2,4,7,1
75930_0,31,128,2,6,8,2
75931_0,45,128,2,4,8,1
75932_0,10,136,2,6,2,1
75933_0,37,128,2,5,7,1
75935_0,34,128,2,6,8,2
75936_0,17,128,0,8,3,1
75937_0,51,128,2,4,14,2
75939_0,53,1,2,9,12,3
75940_0,13,128,0,7,2,1
75941_0,36,128,2,4,6,1
75942_0,38,128,0,5,9,1
75943_0,56,128,0,4,15,2
75944_0,17,128,2,7,3,2
75945_0,64,8,2,9,18,6.5
75946_0,62,4,2,9,15,4
75947_0,26,128,2,7,5,2
75948_0,12,128,0,7,2,1
75949_0,43,136,2,3,8,1
75950_0,46,128,0,5,12,2
75952_0,54,32,2,8,9,3
75953_0,37,128,0,5,10,2
75955_0,47,128,2,5,12,2
75958_0,13,136,0,7,2,1
75959_0,13,128,0,7,2,1
75960_0,7,160,0,0,1,0
75961_0,20,128,2,5,3,1
75962_0,16,128,0,8,3,1
75963_0,56,33,2,8,12,3
75964_0,31,128,2,5,7,2
75965_0,33,128,2,4,5,1
75966_0,38,128,2,5,9,2
75967_0,13,128,0,7,2,1
75968_0,24,136,2,5,4,1
75969_0,21,128,0,8,4,1
75970_0,27,129,2,5,5,1
75972_0,9,133,2,5,2,1
75973_0,30,128,2,1,4,0
75974_0,27,128,2,3,4,1
75975_0,73,4,2,8,23,11
75976_0,7,160,0,0,1,0
75977_0,16,128,0,7,2,1
75978_0,32,128,2,5,8,1
75979_0,75,0,2,8,24,11
75980_0,26,128,2,6,5,2
75981_0,74,4,2,8,23,11
75982_0,27,128,2,5,6,1
75983_0,25,136,2,5,4,1
75984_0,44,136,0,5,10,2
75985_0,13,160,2,7,2,1
75987_0,80,0,2,8,27,12
75989_0,13,136,2,5,2,1
75991_0,31,129,2,5,5,1
75992_0,34,129,2,5,8,2
75993_0,63,128,2,4,18,2
75994_0,24,128,0,7,4,2
75997_0,10,136,0,0,1,0
75998_0,24,136,2,5,3,1
75999_0,12,128,0,6,2,1
76000_0,15,128,0,8,2,1
76001_0,86,0,18,6,38,12
76002_0,24,136,2,5,5,1
76003_0,37,128,2,6,7,2
76004_0,11,128,0,6,2,1
76005_0,52,136,0,3,10,1
76006_0,22,128,2,8,4,2
76008_0,36,136,2,4,6,1
76009_0,87,9,32,6,39,11
76010_0,58,8,2,9,14,5
76011_0,81,0,10,6.5,28,11
76012_0,62,5,0,9,15,4
76013_0,69,0,2,8,19,6
76015_0,58,8,2,9,12,4
76016_0,47,128,0,3,10,1
76017_0,7,160,0,0,1,0
76018_0,41,132,2,4,8,1
76019_0,69,1,2,8,21,11
76020_0,20,128,0,8,3,1.5
76022_0,17,128,2,7,3,1
76023_0,55,0,2,9,12,4
76025_0,20,128,2,8,3,2
76026_0,26,130,2,4,3,1
76028_0,7,136,0,0,1,0
76029_0,27,128,2,5,5,1
76030_0,63,128,2,4,18,2
76031_0,19,128,0,9,3,1
76032_0,17,132,2,5,3,1
76034_0,90,8,34,6,44,8
76035_0,81,0,2,7,31,11
76036_0,53,8,2,8.5,12,3
76037_0,13,128,0,7,2,1
76039_0,36,136,2,5,7,1
76041_0,10,136,2,6,2,1
76042_0,11,160,2,6,2,1
76044_0,14,128,0,7,2,1
76046_0,56,128,2,4,14,2
76047_0,22,128,2,7,4,2
76049_0,10,128,0,0,1,0
76050_0,80,0,2,7,28,11
76051_0,10,136,0,6,2,1
76052_0,83,0,10,7,31,11
76053_0,18,136,2,7,3,1
76054_0,38,132,2,5,8,2
76055_0,9,160,0,0,1,0
76056_0,9,136,0,0,1,0
76058_0,25,136,2,6,4,1
76059_0,74,0,2,9,24,11
76060_0,34,136,0,5,7,2
76061_0,7,136,0,0,1,0
76062_0,56,4,2,9,12,4
76063_0,37,128,2,5,7,1
76066_0,50,128,0,4.5,14,2
76067_0,19,128,0,8,3,1
76068_0,28,128,0,5,5,1
76070_0,40,128,0,5,10,2
76072_0,45,136,2,3,9,1
76074_0,30,4,16,9,5,3
76075_0,59,128,2,4,16,2
76076_0,35,129,0,6,7,1
76077_0,59,0,2,10,12,5
76078_0,11,128,0,6,2,1
76080_0,11,128,0,6,2,1
76081_0,86,0,32,7,36,11.5
76082_0,35,128,2,5.5,6,1
76083_0,50,128,2,5,11,2
76084_0,37,128,2,5,7,1
76085_0,13,128,2,7,2,1
76086_0,37,136,0,4,6,1
76089_0,44,128,2,5,9,1
76090_0,10,136,2,0,1,0
76091_0,33,128,0,4,7,1
76092_0,13,128,0,7,2,1
76093_0,46,136,2,3,8,1
76094_0,78,0,2,7,27,12
76095_0,55,8,2,9,11,3
76096_0,37,128,2,5,9,1
76097_0,9,136,0,0,1,0
76099_0,37,128,2,6,7,1
76100_0,25,128,2,4,5,1
76101_0,12,128,2,7,2,1
76102_0,15,128,0,7,2,1
76104_0,12,136,2,6,2,1
76105_0,56,128,2,4,16,2
76108_0,73,0,2,9,22,11
76110_0,40,136,0,5,7,1
76111_0,17,128,2,8,3,1
76112_0,15,136,2,4,3,1
76113_0,59,136,0,3,12,1
76114_0,30,128,2,6,7,2
76115_0,48,128,2,4,9,1
76116_0,30,129,0,6,6,2
76117_0,39,128,2,6,7,1
76118_0,29,128,0,6,5,1
76119_0,34,128,0,7,6,2
76120_0,9,136,0,0,2,0
76121_0,10,160,2,0,1,0
76123_0,11,160,2,6,2,1
76124_0,56,8,0,9,12,3
76126_0,60,8,2,9,15,3.5
76129_0,12,136,0,7,2,1
76130_0,22,160,2,3,3,1
76131_0,34,128,2,6,9,2
76132_0,13,128,0,7,2,1
76133_0,9,160,0,0,1,0
76134_0,44,136,0,5,9,2
76135_0,79,0,2,7,30,11
76136_0,46,136,2,5,10,2
76138_0,29,128,0,6,5,1
76139_0,40,128,2,4,7,1
76140_0,35,128,0,6,9,2
76141_0,19,136,10,5.5,3,1
76142_0,28,128,2,5,5,1
76143_0,45,129,2,5,11,2
76144_0,36,136,2,4,6,1
76145_0,40,128,0,5,10,1
76146_0,13,136,2,6,2,1
76147_0,88,8,32,7,37,9
76149_0,37,136,2,5,8,1
76150_0,57,0,2,9,12,3
76151_0,27,136,2,0,4,0
76153_0,42,128,0,5,10,1
76154_0,32,128,0,6,6,1
76155_0,13,128,0,7,2,1
76157_0,31,136,2,3,6,1
76159_0,26,128,2,5.5,5,1
76160_0,39,128,2,4,8,1
76161_0,17,129,2,8,3,1
76162_0,11,128,0,6,2,1
76163_0,34,128,0,5,8,1
76164_0,25,128,2,5,4,1
76165_0,14,132,2,7,2,1
76166_0,44,129,2,4,10,1.5
76167_0,28,132,2,5,5,1
76168_0,28,136,2,4,5,1
76171_0,19,128,2,7,3,2
76172_0,10,128,2,5,2,1
76175_0,51,4,2,9,11,3
76176_0,23,128,2,6,3,1
76177_0,23,136,2,6,3,1
76178_0,59,129,2,4,17,2
76180_0,81,4,32,7,27,9
76181_0,81,0,2,7,30,12
76182_0,45,8,0,9,9,3
76183_0,34,136,2,4,6,1
76184_0,9,160,0,0,1,0
76185_0,76,0,2,8,27,11
76186_0,21,128,2,7,3,2
76187_0,32,128,0,6,6,1
76188_0,38,0,2,10,6,2
76189_0,60,128,0,4,16,2
76191_0,50,136,0,4,14,2
76192_0,53,132,2,4,14,2
76193_0,9,136,0,0,1,0
76194_0,65,8,2,9,18,5
76195_0,0,161,97,0,0,0
76196_0,15,136,2,5,2,1
76199_0,47,129,2,4,10,1
76200_0,21,136,2,6,3,1
76203_0,39,128,0,6,8,1
76204_0,60,8,0,9,15,4
76205_0,27,128,2,6,6,2
76206_0,13,136,2,6,2,1
76207_0,69,0,2,8,21,10.5
76210_0,10,129,0,6,2,1
76211_0,10,128,2,2.5,2,0.5
76212_0,9,136,0,0,1,0
76213_0,59,0,2,9,16,4
76216_0,35,128,0,4,9,1
76217_0,34,128,2,6,8,2
76218_0,56,4,2,9,12,4
76220_0,26,133,2,5,4,1
76221_0,27,128,2,5,6,1
76222_0,62,0,2,8,14,3
76223_0,12,128,0,7,2,1
76224_0,4,160,97,0,1,0
76225_0,29,130,2,3,3,1
76227_0,37,136,2,6,7,1
76228_0,45,128,0,5,13,2
76229_0,18,136,2,9,3,1
76230_0,39,136,2,3,7,1
76232_0,27,128,2,6,4,2
76234_0,30,128,2,6,5,1
76236_0,73,0,2,8,23,11
76237_0,48,128,0,4,12,2
76240_0,17,32,16,9,2,2
76241_0,20,128,2,5,3,1
76243_0,58,8,2,9,14,5
76244_0,10,136,2,6,2,1
76245_0,10,128,0,0,1,0
76246_0,63,0,2,9,16,5
76247_0,10,160,2,0,1,0
76248_0,39,136,0,5,6,1
76249_0,24,136,2,5.5,4,1
76251_0,44,0,2,9,8,2
76252_0,33,128,2,5,8,2
76253_0,48,128,2,4,11,1
76254_0,34,128,2,5,7,1
76255_0,10,128,2,6,2,1
76257_0,38,128,0,5,7,1
76260_0,56,128,2,4,14,2
76261_0,19,128,2,7,3,1
76262_0,10,128,0,0,1,0
76264_0,20,128,0,9,3,2
76265_0,17,128,2,6,3,1
76266_0,9,160,0,0,1,0
76267_0,31,136,2,4,7,1
76268_0,2,160,97,0,0,0
76269_0,70,4,2,8,22,11.5
76270_0,13,128,0,7,2,1
76271_0,55,128,2,5,14,2
76274_0,11,128,0,7,2,1
76275_0,62,128,0,4,16,2
76276_0,49,4,2,9,11,3
76277_0,27,128,2,6,4,1
76278_0,50,132,2,5,13,2
76279_0,13,128,0,7,2,1
76280_0,7,136,0,0,1,0
76282_0,63,128,2,5,16,2
76283_0,42,128,0,5,11,2
76284_0,37,128,0,6,7,2
76285_0,10,160,0,0,1,0
76286_0,68,0,2,8,16,9
76288_0,46,128,2,5,10,1
76289_0,28,132,2,5,5,1
76291_0,44,128,0,3,8,1
76292_0,40,128,2,5,8,1
76293_0,37,136,0,6,7,1
76294_0,10,128,0,0,1,0
76295_0,36,128,0,5,9,2
76297_0,47,128,2,5,10,1
76298_0,9,136,0,0,1,0
76299_0,50,128,0,4,13,2
76300_0,22,128,2,8,4,2
76301_0,9,136,0,0,1,0
76302_0,22,128,2,6,3,1
76304_0,38,136,2,5,9,2
76305_0,0,160,97,0,0,0
76306_0,9,160,0,0,1,0
76307_0,19,128,0,8,3,1
76308_0,12,136,2,6,2,1
76309_0,44,128,2,4,7,1
76314_0,11,128,0,6,2,1
76315_0,39,136,2,3,7,1
76316_0,14,136,0,7,3,1
76317_0,89,8,40,7,42,10
76318_0,11,136,0,6,2,1
76320_0,38,128,0,5,7,1
76322_0,13,136,2,5,2,1
76324_0,76,0,2,8,25,11
76325_0,13,129,2,0,2,0
76326_0,31,129,2,4,7,1
76328_0,28,128,0,5,5,1
76329_0,14,128,0,7,2,1
76330_0,28,128,0,6,5,1
76332_0,28,128,2,5,5,1
76334_0,63,8,2,9,16,4
76336_0,12,128,0,6,2,1
76338_0,72,1,0,9,22,10
76339_0,31,128,0,7,6,1
76341_0,11,136,0,6,2,1
76342_0,73,0,2,9,23,10
76344_0,38,128,2,5,9,2
76345_0,14,128,0,7,2,1
76346_0,54,128,0,4,15,2
76347_0,6,160,97,6,1,1
76348_0,24,136,2,5,4,1
76349_0,27,129,0,6,5,1
76350_0,26,128,2,6,5,1
76351_0,68,0,0,10,18,7
76352_0,10,160,2,6,2,1
76353_0,15,128,0,8,2,1
76355_0,14,160,2,5,2,1
76356_0,15,128,0,7,2,1
76357_0,12,136,0,6,2,1
76359_0,46,129,2,5,10,1
76360_0,10,128,2,0,1,0
76361_0,64,0,0,9,14,3
76362_0,79,0,2,7,27,11
76363_0,41,128,2,5,8,2
76364_0,43,136,2,3,7,1
76366_0,33,128,2,5,8,1
76367_0,10,128,2,0,1,0
76368_0,21,128,2,7,4,1
76369_0,9,136,0,0,1,0
76370_0,31,128,2,5,5,1
76372_0,63,128,0,4,18,2
76374_0,21,136,2,5,3,1
76375_0,18,136,2,6,3,1
76377_0,21,128,2,8,4,2
76379_0,28,136,0,6,5,1
76380_0,35,129,0,5,8,2
76381_0,13,128,2,7,2,1
76382_0,89,8,97,7,38,11
76383_0,45,128,0,5,10,2
76384_0,23,129,2,5,3,1
76386_0,18,128,0,8,3,1
76388_0,17,128,0,9,3,1
76389_0,15,160,2,4,2,1
76391_0,42,130,2,4,11,1
76392_0,13,136,2,6,2,1
76393_0,35,128,0,5,7,1
76395_0,62,0,2,10,17,6
76396_0,26,136,2,6,5,2
76397_0,44,128,2,5,11,2
76399_0,28,128,0,6,4,1
76401_0,38,128,2,5,9,2
76402_0,79,0,2,7,28,11
76403_0,14,136,2,5,2,1
76404_0,36,128,2,3,7,1
76405_0,9,136,2,0,1,0
76406_0,70,0,2,9,19,9
76407_0,10,128,2,6,2,1
76409_0,33,136,2,5,7,2
76410_0,9,128,0,0,1,0
76412_0,21,128,2,7,4,2
76413_0,30,136,2,5,6,1
76414_0,55,8,2,10,10,3
76415_0,9,128,0,0,1,0
76416_0,56,1,2,9,11,6
76417_0,10,128,0,0,1,0
76420_0,42,128,2,5,9,1
76421_0,34,128,2,5,5,1
76422_0,58,4,2,9,11,2
76423_0,37,136,2,4,9,1
76424_0,10,136,0,0,1,0
76425_0,75,0,2,8,24,11
76426_0,31,128,2,4,6,1
76428_0,20,129,8,3,3,1
76429_0,9,128,0,0,1,0
76430_0,49,128,2,5,13,2
76431_0,25,136,2,5,4,1
76432_0,13,128,2,7,2,1
76433_0,16,128,0,7,2,1
76435_0,15,136,2,5,3,1
76436_0,72,33,2,7,21,8.5
76437_0,33,129,0,5,6,1
76438_0,53,128,0,4,15,2
76439_0,13,128,0,7,2,1
76444_0,91,0,34,3.5,45,9
76445_0,10,128,0,6,2,1
76446_0,64,8,8,9,19,10
76447_0,15,128,0,7,2,1
76448_0,91,0,97,9,47,7
76451_0,30,128,2,6,7,2
76452_0,14,136,0,7,2,1
76453_0,31,128,2,3,5,1
76454_0,36,128,2,5,7,1
76455_0,12,128,0,7,2,1
76456_0,34,128,2,5.5,8,2
76459_0,35,136,2,6,7,2
76460_0,49,128,2,4,12,2
76462_0,36,128,0,6,9,2
76463_0,9,136,0,0,1,0
76465_0,24,128,0,6,4,1
76466_0,12,136,0,6,2,1
76468_0,30,129,2,4,8,2
76469_0,77,0,0,9,25,12
76470_0,49,8,2,9,11,3
76471_0,22,128,0,7,4,1
76472_0,73,0,2,9,22,10.5
76474_0,58,0,2,9,15,4
76475_0,20,128,2,7,4,2
76476_0,16,136,0,6.5,2,1
76477_0,22,128,0,7,4,1
76479_0,13,128,2,7,2,1
76480_0,32,128,2,5,8,2
76481_0,83,0,2,7,30,11
76482_0,40,128,0,3,6,1
76483_0,9,136,0,0,1,0
76484_0,49,4,2,9,10,3
76485_0,25,128,2,5,4,1
76486_0,48,8,2,9,11,4
76487_0,90,8,34,6,43,6.5
76488_0,61,128,0,4,16,2
76489_0,33,128,2,5,7,1
76490_0,10,136,0,0,1,0
76491_0,38,128,2,4,6,1
76492_0,17,138,8,6,3,1
76493_0,11,136,2,6,2,1
76494_0,60,4,2,8,16,4
76495_0,9,128,0,0,1,0
76496_0,0,164,97,6,0,1
76497_0,33,128,0,6,8,2
76499_0,34,136,2,5,7,1
76500_0,11,128,0,7,2,1
76501_0,7,136,0,0,1,0
76502_0,34,128,2,5,8,1
76503_0,37,132,2,3,6,1
76505_0,31,128,0,6,6,1
76506_0,19,136,2,4,3,1
76507_0,11,160,2,7,2,1
76509_0,50,128,2,5,11,2
76510_0,55,128,0,4,15,2
76514_0,22,128,2,7,4,2
76515_0,93,8,97,9,53,6.5
76516_0,45,128,2,4,9,1
76517_0,40,128,0,5,10,2
76518_0,47,128,0,3,9,1
76519_0,19,136,2,8,3,1
76520_0,15,128,0,7,2,1
76521_0,38,128,2,5,9,2
76522_0,57,136,2,5,12,2
76523_0,22,128,0,6,4,1
76524_0,61,128,2,4,17,2
76525_0,10,136,0,0,1,0
76526_0,7,160,2,0,1,0
76528_0,17,128,0,9,3,1
76530_0,36,128,2,4,6,1
76531_0,42,128,2,4,7,1
76532_0,80,0,2,7,25,10
76533_0,40,128,2,5,10,2
76534_0,30,129,0,6,7,2
76536_0,42,136,2,5,10,2
76538_0,19,136,2,5,3,1
76539_0,28,128,0,5,6,1
76540_0,13,128,0,7,2,1
76542_0,34,128,2,5,7,1
76543_0,82,0,2,7,26,11
76544_0,49,8,2,9,10,3
76545_0,10,128,2,0,1,0
76547_0,57,129,2,4,11,2
76548_0,36,128,0,4,7,1
76549_0,14,128,0,7,2,1
76551_0,46,128,2,5,11,2
76552_0,13,128,0,7,2,1
76553_0,23,128,0,5,4,1
76554_0,11,128,2,7,2,1
76556_0,44,128,2,5,9,1
76557_0,80,0,2,7,26,11
76559_0,9,128,0,0,1,0
76560_0,52,0,2,9,10,3
76561_0,49,128,2,4,12,2
76562_0,31,128,2,5,5,1
76563_0,15,136,2,6,2,1
76564_0,73,0,2,8,23,10
76565_0,20,128,2,5,4,1
76566_0,10,128,2,0,1,0
76567_0,27,128,0,5,5,1
76568_0,24,128,2,6,3,2
76569_0,92,0,34,5,49,8
76570_0,48,128,0,4,13,2
76571_0,34,128,2,4,6,1
76572_0,7,160,8,0,1,0
76573_0,54,4,2,8,11,2
76574_0,12,128,0,6,2,1
76576_0,14,129,2,6,3,1
76577_0,32,129,0,5,5,1
76578_0,45,128,2,4,11,2
76579_0,38,136,2,3,7,1
76580_0,75,0,2,8,21,11
76582_0,34,129,2,5,7,1
76583_0,56,128,2,5,14,2
76584_0,38,128,0,5,7,1
76585_0,11,136,2,6,2,1
76587_0,19,128,2,7,3,1
76588_0,11,128,2,6,2,1
76589_0,14,128,2,7,2,1
76590_0,37,128,0,5,9,1
76591_0,39,136,2,5,9,2
76592_0,45,136,2,3,9,1
76593_0,30,128,2,5,7,1
76594_0,41,128,2,5,9,1
76595_0,33,128,0,6,6,1
76596_0,73,0,2,9,23,11
76597_0,44,128,0,4,12,2
76598_0,38,128,0,5.5,9,2
76599_0,17,136,2,5,3,1
76601_0,11,136,2,5,2,1
76602_0,32,128,2,7,7,2
76603_0,28,129,2,4,5,1
76604_0,45,128,2,5,11,2
76606_0,74,8,2,9,23,11
76608_0,14,128,0,6,2,1
76609_0,10,128,0,0,1,0
76610_0,14,128,0,7,2,1
76611_0,11,128,0,6,2,1
76612_0,47,128,2,4,14,2
76613_0,19,128,0,6,3,1
76614_0,70,0,2,9,21,9
76615_0,64,128,2,4,18,2
76616_0,29,128,0,6,6,2
76618_0,17,129,2,4,3,1
76621_0,11,136,2,6,2,1
76622_0,18,128,2,6,3,1
76624_0,53,128,0,4,15,2
76625_0,28,128,0,6,4,1
76626_0,58,0,2,9,13,5
76628_0,56,0,2,8.5,12,3
76629_0,15,136,2,5,2,1
76630_0,33,128,0,6,8,2
76631_0,46,128,2,5,11,2
76632_0,86,0,32,6,34,12
76635_0,10,160,2,6,2,1
76636_0,46,128,2,4,12,2
76637_0,38,128,2,5,10,2
76638_0,49,128,0,4,12,2
76639_0,28,128,2,5,5,1
76640_0,85,1,10,7,30,11.5
76641_0,12,128,0,7,2,1
76643_0,13,136,0,7,2,1
76644_0,64,1,2,7,15,3
76645_0,58,128,2,5,14,2
76646_0,76,0,2,8,24,11
76647_0,53,128,0,4,15,2
76648_0,73,0,2,7,24,11
76649_0,42,128,2,5,9,1
76650_0,15,136,2,6,2,1
76651_0,79,0,2,8,27,12
76652_0,12,136,2,5,2,1
76653_0,38,128,2,3,7,1
76654_0,14,128,2,3,2,1
76656_0,53,4,2,8,10,3
76657_0,47,128,2,5,10,2
76658_0,41,8,2,8,7,2
76659_0,59,4,2,9,15,5
76660_0,24,136,2,5,4,1
76661_0,22,128,2,7,4,2
76662_0,16,136,2,5.5,3,1
76664_0,54,129,2,4,14,2
76665_0,12,136,0,7,2,1
76666_0,46,128,2,3,8,1
76667_0,50,136,2,5,11,2
76668_0,17,133,2,5,3,1
76669_0,10,136,0,5,2,1
76670_0,21,128,2,7,4,2
76672_0,9,160,0,0,1,0
76675_0,26,137,2,5,5,1
76677_0,62,1,2,9,14,4
76678_0,42,128,0,5,11,2
76679_0,23,136,2,5,3,1
76680_0,23,128,2,7,4,2
76681_0,23,136,2,4,3,1
76682_0,43,128,2,4,9,1
76684_0,30,128,2,6,5,1
76685_0,64,0,0,9,16,4
76686_0,50,128,0,4,13,2
76687_0,16,128,0,7,2,1
76690_0,36,128,2,6,9,2
76691_0,11,128,2,6,2,1
76693_0,43,128,0,5,11,2
76694_0,9,161,8,5,1,1
76695_0,64,128,0,4,19,2
76696_0,21,128,2,8,3,1
76697_0,34,128,0,5,7,1
76698_0,85,4,32,7,36,6
76699_0,48,128,0,5,13,2
76700_0,90,0,32,6,40,12
76701_0,19,128,2,7,3,2
76702_0,11,128,0,6,2,1
76704_0,30,129,2,6,5,1
76705_0,10,136,0,5,2,1
76706_0,85,0,10,6,35,12
76707_0,45,128,2,5,11,2
76708_0,29,136,2,6,5,1
76709_0,10,136,0,6,2,1
76710_0,45,128,2,5,11,2
76712_0,26,128,0,6,4,1
76713_0,11,128,0,6,2,1
76714_0,91,8,97,7.5,52,8
76715_0,53,4,2,9,13,4
76717_0,34,136,2,5,6,1
76718_0,55,128,2,5,14,2
76719_0,83,0,16,7,31,11
76720_0,24,128,2,5,5,1
76721_0,13,136,2,5,2,1
76722_0,37,132,2,4,7,1
76723_0,12,128,0,6,2,1
76724_0,38,128,2,5,7,1
76725_0,24,128,0,5,4,1
76726_0,36,132,2,5,7,1
76727_0,12,136,0,7,2,1
76728_0,33,128,2,4,6,1
76729_0,35,128,0,6,7,1
76730_0,9,136,0,0,1,0
76731_0,20,129,2,5,3,1
76732_0,38,128,0,5,7,1
76733_0,31,128,2,7,8,2
76734_0,63,128,2,4,18,2
76735_0,26,136,2,4,5,1
76736_0,55,128,0,3,10,1
76737_0,36,128,0,5,7,1
76738_0,0,160,97,0,0,0
76740_0,17,136,2,5,3,1
76741_0,41,136,0,4,7,1
76742_0,30,136,2,5,5,1
76743_0,30,128,0,5,6,1
76745_0,29,128,2,5,6,2
76747_0,27,160,2,5,5,1
76748_0,42,129,2,5,11,2
76749_0,27,128,0,4,5,1
76750_0,45,4,2,9,9,3
76751_0,23,129,2,4,4,1
76753_0,27,136,2,4,3,1
76754_0,9,160,0,0,1,0
76755_0,46,128,2,5,12,2
76756_0,11,128,0,6,2,1
76757_0,19,136,2,7,3,1
76758_0,70,8,0,10,19,11
76759_0,16,128,0,8,2,1
76760_0,9,128,0,0,1,0
76761_0,34,128,2,5,6,1
76762_0,10,160,2,0,1,0
76763_0,28,136,2,5,5,1
76765_0,25,128,2,7,4,2
76766_0,23,8,97,9,4,3
76767_0,68,0,2,9,18,5
76768_0,34,128,2,5,8,2
76770_0,17,136,0,7,3,1
76771_0,26,136,0,4,3,1
76772_0,83,0,8,7,36,11
76774_0,20,136,2,5,3,1
76775_0,78,0,2,7.5,25,11
76776_0,63,128,2,4,17,2
